transaction_id,user_id,purchase_date,amount_inr,product,status,acquisition_channel,region,device
TXN_595495,USR_00485,2023-09-29,9779.13,Enterprise Plan,failed,Google_Search,East,mobile
TXN_727983,USR_00486,2023-09-09,7464.25,Enterprise Plan,completed,Meta_Facebook,North,tablet
TXN_703207,USR_00487,2023-10-17,685.6,Basic Plan,failed,Organic,East,mobile
TXN_826959,USR_00487,2023-11-22,572.07,Basic Plan,completed,Organic,East,mobile
TXN_473276,USR_00487,2024-01-03,6804.82,Enterprise Plan,failed,Organic,East,mobile
TXN_292148,USR_00487,2024-02-10,755.93,Basic Plan,failed,Organic,East,mobile
TXN_480132,USR_00488,2023-10-06,8426.22,Enterprise Plan,failed,Email,East,mobile
TXN_456844,USR_00489,2023-03-15,8893.04,Enterprise Plan,completed,Google_Search,South,mobile
TXN_743226,USR_00489,2023-04-10,2746.36,Pro Plan,refunded,Google_Search,South,tablet
TXN_958620,USR_00490,2023-12-31,4604.35,One-Time Purchase,completed,TikTok,North,mobile
TXN_956727,USR_00490,2024-01-21,8454.25,Enterprise Plan,completed,TikTok,North,desktop
TXN_249274,USR_00491,2023-06-25,610.18,Basic Plan,failed,Meta_Facebook,East,tablet
TXN_824375,USR_00492,2023-04-27,2970.66,Pro Plan,completed,Email,South,mobile
TXN_305888,USR_00492,2023-05-21,3858.47,One-Time Purchase,completed,Email,South,mobile
TXN_169465,USR_00493,2023-09-20,953.26,Basic Plan,completed,TikTok,North,desktop
TXN_195189,USR_00494,2023-03-05,2504.9,Pro Plan,completed,TikTok,South,mobile
TXN_900319,USR_00495,2023-06-28,548.55,Basic Plan,refunded,Email,South,mobile
TXN_890645,USR_00495,2023-08-20,2945.4,Pro Plan,completed,Email,South,tablet
TXN_561023,USR_00496,2023-02-20,8489.66,Enterprise Plan,completed,Meta_Facebook,Central,tablet
TXN_324682,USR_00496,2023-03-18,9905.51,Enterprise Plan,completed,Meta_Facebook,Central,tablet
TXN_838963,USR_00497,2023-06-10,2242.72,Pro Plan,completed,Google_Search,West,desktop
TXN_871934,USR_00498,2023-02-12,1631.97,One-Time Purchase,refunded,Email,West,desktop
TXN_297955,USR_00498,2023-04-01,1664.77,One-Time Purchase,completed,Email,West,mobile
TXN_559337,USR_00499,2023-09-01,3457.85,One-Time Purchase,completed,Email,South,tablet
TXN_206663,USR_00500,2023-12-04,2181.93,One-Time Purchase,refunded,Google_Search,North,tablet
TXN_985029,USR_00500,2024-01-03,2006.95,Pro Plan,refunded,Google_Search,North,desktop
TXN_901968,USR_00500,2024-01-30,3707.44,One-Time Purchase,completed,Google_Search,North,tablet
TXN_524089,USR_00501,2023-10-25,7378.13,Enterprise Plan,refunded,TikTok,East,desktop
TXN_613111,USR_00501,2023-12-16,806.77,One-Time Purchase,completed,TikTok,East,desktop
TXN_287795,USR_00502,2023-03-10,748.07,Basic Plan,completed,Google_Search,North,desktop
TXN_888119,USR_00503,2023-11-06,879.09,Basic Plan,failed,Email,South,tablet
TXN_673172,USR_00504,2023-04-14,7711.19,Enterprise Plan,refunded,Email,West,mobile
TXN_134455,USR_00505,2023-03-02,2379.01,One-Time Purchase,completed,Organic,West,mobile
TXN_611133,USR_00506,2023-06-05,1967.69,Pro Plan,completed,Meta_Facebook,West,mobile
TXN_631297,USR_00507,2023-12-04,2941.6,One-Time Purchase,completed,TikTok,Central,mobile
TXN_903702,USR_00507,2024-01-18,3198.62,One-Time Purchase,completed,TikTok,Central,desktop
TXN_465823,USR_00507,2024-02-27,563.1,Basic Plan,completed,TikTok,Central,tablet
TXN_461908,USR_00507,2024-04-24,6901.87,Enterprise Plan,completed,TikTok,Central,desktop
TXN_168681,USR_00508,2023-12-05,7961.66,Enterprise Plan,failed,Meta_Facebook,South,desktop
TXN_583298,USR_00508,2024-01-01,768.21,Basic Plan,completed,Meta_Facebook,South,tablet
TXN_698059,USR_00509,2023-08-04,991.88,Basic Plan,completed,Email,North,desktop
TXN_456032,USR_00510,2023-09-08,2662.01,One-Time Purchase,failed,Google_Search,South,mobile
TXN_988494,USR_00510,2023-11-06,1247.27,One-Time Purchase,failed,Google_Search,South,mobile
TXN_521556,USR_00510,2023-12-30,5236.66,Enterprise Plan,refunded,Google_Search,South,mobile
TXN_598355,USR_00511,2023-02-17,5335.35,Enterprise Plan,refunded,TikTok,North,desktop
TXN_629152,USR_00511,2023-03-22,824.77,Basic Plan,completed,TikTok,North,desktop
TXN_804181,USR_00512,2023-06-10,8123.82,Enterprise Plan,completed,Meta_Facebook,West,tablet
TXN_589994,USR_00513,2023-11-18,2490.21,Pro Plan,failed,TikTok,South,desktop
TXN_757203,USR_00513,2024-01-17,4691.79,One-Time Purchase,failed,TikTok,South,mobile
TXN_882692,USR_00513,2024-03-10,993.4,One-Time Purchase,completed,TikTok,South,tablet
TXN_777424,USR_00514,2023-07-30,1553.59,One-Time Purchase,completed,Email,North,mobile
TXN_935762,USR_00515,2023-05-01,1786.87,Pro Plan,completed,Organic,South,desktop
TXN_311802,USR_00515,2023-06-19,2282.49,One-Time Purchase,completed,Organic,South,mobile
TXN_775591,USR_00516,2023-05-20,8292.35,Enterprise Plan,completed,Meta_Facebook,North,mobile
TXN_481088,USR_00517,2023-01-29,949.29,Basic Plan,completed,Google_Search,East,tablet
TXN_870158,USR_00517,2023-02-23,1853.06,Pro Plan,refunded,Google_Search,East,tablet
TXN_910749,USR_00518,2023-10-25,618.04,Basic Plan,completed,TikTok,East,desktop
TXN_387883,USR_00519,2023-07-19,1659.22,Pro Plan,completed,Meta_Facebook,West,desktop
TXN_833602,USR_00519,2023-09-03,744.18,Basic Plan,completed,Meta_Facebook,West,mobile
TXN_961264,USR_00520,2023-09-01,7375.11,Enterprise Plan,completed,Meta_Facebook,East,desktop
TXN_769986,USR_00521,2023-11-07,7762.64,Enterprise Plan,completed,Google_Search,North,tablet
TXN_367946,USR_00522,2023-12-17,2124.81,One-Time Purchase,completed,Google_Search,Central,desktop
TXN_526024,USR_00523,2023-05-01,3266.36,One-Time Purchase,failed,Email,South,mobile
TXN_964446,USR_00524,2023-09-09,4419.78,One-Time Purchase,completed,Organic,West,mobile
TXN_952941,USR_00524,2023-10-15,7103.35,Enterprise Plan,failed,Organic,West,tablet
TXN_758816,USR_00525,2023-01-15,1503.61,Pro Plan,completed,Google_Search,South,desktop
TXN_573421,USR_00526,2023-02-26,4024.42,One-Time Purchase,completed,Meta_Facebook,South,desktop
TXN_188498,USR_00526,2023-03-26,8996.64,Enterprise Plan,completed,Meta_Facebook,South,desktop
TXN_335391,USR_00526,2023-05-08,4739.36,One-Time Purchase,refunded,Meta_Facebook,South,mobile
TXN_374499,USR_00527,2023-01-12,986.06,Basic Plan,completed,TikTok,Central,tablet
TXN_193387,USR_00527,2023-02-11,3120.85,One-Time Purchase,completed,TikTok,Central,desktop
TXN_224269,USR_00528,2023-03-02,4187.11,One-Time Purchase,completed,Google_Search,Central,mobile
TXN_500633,USR_00528,2023-04-04,6438.81,Enterprise Plan,completed,Google_Search,Central,mobile
TXN_130170,USR_00529,2023-11-04,1146.74,One-Time Purchase,completed,Meta_Facebook,East,desktop
TXN_711218,USR_00529,2023-12-10,4563.44,One-Time Purchase,completed,Meta_Facebook,East,tablet
TXN_826687,USR_00529,2024-01-28,925.06,One-Time Purchase,completed,Meta_Facebook,East,desktop
TXN_154644,USR_00530,2023-12-29,546.64,Basic Plan,completed,Organic,Central,desktop
TXN_941218,USR_00530,2024-02-02,9982.7,Enterprise Plan,failed,Organic,Central,tablet
TXN_803869,USR_00530,2024-02-24,1720.78,One-Time Purchase,completed,Organic,Central,desktop
TXN_455652,USR_00531,2023-10-14,5848.33,Enterprise Plan,completed,Google_Search,Central,desktop
TXN_428486,USR_00531,2023-11-11,965.44,One-Time Purchase,completed,Google_Search,Central,mobile
TXN_642085,USR_00532,2023-05-24,8063.66,Enterprise Plan,completed,Email,West,desktop
TXN_341026,USR_00533,2023-06-11,593.46,Basic Plan,completed,Organic,South,mobile
TXN_221660,USR_00533,2023-07-03,2557.94,Pro Plan,completed,Organic,South,desktop
TXN_255245,USR_00534,2023-12-30,827.71,One-Time Purchase,failed,TikTok,West,mobile
TXN_886365,USR_00534,2024-02-10,5902.27,Enterprise Plan,completed,TikTok,West,tablet
TXN_358114,USR_00535,2023-12-06,2123.63,Pro Plan,completed,TikTok,South,desktop
TXN_227916,USR_00536,2023-12-13,8405.56,Enterprise Plan,failed,Google_Search,East,desktop
TXN_971051,USR_00537,2023-07-11,1542.31,Pro Plan,completed,TikTok,North,tablet
TXN_445429,USR_00537,2023-08-30,7970.02,Enterprise Plan,completed,TikTok,North,mobile
TXN_438869,USR_00538,2023-06-16,899.78,Basic Plan,completed,TikTok,South,mobile
TXN_286657,USR_00538,2023-07-10,733.99,One-Time Purchase,completed,TikTok,South,mobile
TXN_398776,USR_00538,2023-08-24,1743.41,Pro Plan,completed,TikTok,South,tablet
TXN_945522,USR_00538,2023-09-22,4064.17,One-Time Purchase,failed,TikTok,South,desktop
TXN_309580,USR_00539,2023-12-17,915.03,Basic Plan,refunded,TikTok,South,desktop
TXN_743687,USR_00540,2023-09-01,877.25,Basic Plan,completed,Email,Central,mobile
TXN_819571,USR_00541,2023-02-17,3478.27,One-Time Purchase,failed,Google_Search,Central,tablet
TXN_414985,USR_00542,2023-09-27,2354.57,One-Time Purchase,completed,TikTok,North,mobile
TXN_180250,USR_00543,2023-06-03,7841.68,Enterprise Plan,refunded,Meta_Facebook,Central,mobile
TXN_792956,USR_00543,2023-07-25,2240.19,One-Time Purchase,completed,Meta_Facebook,Central,tablet
TXN_585363,USR_00544,2023-07-01,555.97,Basic Plan,failed,Email,Central,mobile
TXN_894143,USR_00545,2023-01-24,7935.04,Enterprise Plan,completed,Google_Search,West,tablet
TXN_371914,USR_00546,2023-05-16,1616.33,Pro Plan,refunded,Email,South,tablet
TXN_113950,USR_00546,2023-06-11,501.92,Basic Plan,completed,Email,South,mobile
TXN_807896,USR_00547,2023-07-27,8452.31,Enterprise Plan,failed,TikTok,West,desktop
TXN_955604,USR_00547,2023-09-04,1519.81,Pro Plan,completed,TikTok,West,mobile
TXN_300188,USR_00548,2023-04-18,4256.82,One-Time Purchase,refunded,Organic,South,mobile
TXN_874668,USR_00549,2023-03-17,582.05,Basic Plan,completed,Organic,West,tablet
TXN_409153,USR_00550,2023-08-16,3049.56,One-Time Purchase,completed,Organic,West,tablet
TXN_552762,USR_00551,2023-07-20,814.2,Basic Plan,failed,Google_Search,East,desktop
TXN_638292,USR_00552,2023-09-11,742.75,Basic Plan,completed,TikTok,Central,tablet
TXN_166595,USR_00553,2023-09-07,3008.1,One-Time Purchase,refunded,Meta_Facebook,North,desktop
TXN_463608,USR_00554,2023-11-28,3225.67,One-Time Purchase,failed,Organic,West,desktop
TXN_460550,USR_00554,2024-01-14,8630.05,Enterprise Plan,completed,Organic,West,desktop
TXN_858115,USR_00555,2023-04-29,915.45,One-Time Purchase,completed,TikTok,South,tablet
TXN_190378,USR_00556,2023-12-11,1922.69,Pro Plan,failed,Email,West,tablet
TXN_205805,USR_00556,2024-01-30,1733.47,Pro Plan,completed,Email,West,desktop
TXN_476215,USR_00556,2024-03-21,2334.25,Pro Plan,completed,Email,West,desktop
TXN_747561,USR_00557,2023-07-02,667.87,Basic Plan,completed,Meta_Facebook,South,mobile
TXN_906747,USR_00558,2023-03-03,9967.31,Enterprise Plan,completed,TikTok,South,mobile
TXN_733643,USR_00558,2023-04-27,2779.11,Pro Plan,refunded,TikTok,South,tablet
TXN_631948,USR_00559,2023-08-13,910.81,Basic Plan,completed,Organic,North,mobile
TXN_868136,USR_00560,2023-04-16,3880.23,One-Time Purchase,completed,Email,South,mobile
TXN_357232,USR_00561,2023-06-21,4856.29,One-Time Purchase,completed,Meta_Facebook,North,desktop
TXN_849941,USR_00561,2023-08-01,1626.85,Pro Plan,completed,Meta_Facebook,North,desktop
TXN_533491,USR_00562,2023-05-06,1705.99,Pro Plan,completed,Meta_Facebook,Central,desktop
TXN_945411,USR_00563,2023-09-22,2654.23,Pro Plan,failed,Email,North,tablet
TXN_555157,USR_00563,2023-10-16,7007.25,Enterprise Plan,completed,Email,North,mobile
TXN_834831,USR_00564,2023-12-05,7095.53,Enterprise Plan,failed,Meta_Facebook,Central,tablet
TXN_253995,USR_00565,2023-06-05,9500.04,Enterprise Plan,refunded,Email,East,tablet
TXN_524154,USR_00566,2023-07-26,9437.37,Enterprise Plan,failed,Organic,South,mobile
TXN_876000,USR_00566,2023-09-03,6948.97,Enterprise Plan,failed,Organic,South,mobile
TXN_124559,USR_00567,2023-05-26,8784.23,Enterprise Plan,completed,Meta_Facebook,North,mobile
TXN_757446,USR_00568,2023-05-04,919.79,Basic Plan,completed,Email,West,tablet
TXN_872652,USR_00568,2023-06-15,723.37,Basic Plan,refunded,Email,West,mobile
TXN_922911,USR_00569,2023-08-21,6495.01,Enterprise Plan,failed,Email,South,tablet
TXN_301908,USR_00570,2024-01-01,662.92,Basic Plan,refunded,Organic,Central,desktop
TXN_196729,USR_00570,2024-02-19,4192.66,One-Time Purchase,completed,Organic,Central,mobile
TXN_716813,USR_00571,2023-09-01,8383.11,Enterprise Plan,completed,Meta_Facebook,West,tablet
TXN_867260,USR_00572,2023-05-16,3537.38,One-Time Purchase,completed,TikTok,West,desktop
TXN_235670,USR_00572,2023-06-15,2226.15,Pro Plan,completed,TikTok,West,tablet
TXN_487272,USR_00573,2023-03-02,872.25,Basic Plan,refunded,Meta_Facebook,West,mobile
TXN_489511,USR_00574,2023-02-26,760.39,Basic Plan,completed,Google_Search,East,desktop
TXN_249044,USR_00574,2023-04-10,430.5,One-Time Purchase,completed,Google_Search,East,tablet
TXN_291970,USR_00574,2023-05-26,9444.29,Enterprise Plan,completed,Google_Search,East,tablet
TXN_537859,USR_00574,2023-07-16,5336.82,Enterprise Plan,completed,Google_Search,East,desktop
TXN_767376,USR_00575,2023-08-20,2641.93,Pro Plan,refunded,Email,West,desktop
TXN_455465,USR_00576,2023-03-18,1393.26,One-Time Purchase,completed,Email,North,tablet
TXN_423850,USR_00577,2023-08-15,785.0,Basic Plan,failed,Email,North,tablet
TXN_119570,USR_00578,2023-02-13,2624.84,Pro Plan,refunded,Meta_Facebook,Central,mobile
TXN_969993,USR_00579,2023-12-04,8932.79,Enterprise Plan,completed,TikTok,South,tablet
TXN_124393,USR_00580,2023-10-24,3066.8,One-Time Purchase,completed,Organic,North,desktop
TXN_500567,USR_00580,2023-12-10,928.82,Basic Plan,completed,Organic,North,desktop
TXN_251030,USR_00580,2024-01-04,769.89,Basic Plan,completed,Organic,North,mobile
TXN_290272,USR_00581,2023-03-20,806.24,Basic Plan,completed,Email,West,mobile
TXN_439966,USR_00581,2023-04-12,659.02,Basic Plan,completed,Email,West,desktop
TXN_503752,USR_00582,2023-03-03,2238.47,Pro Plan,refunded,Google_Search,South,mobile
TXN_607690,USR_00582,2023-04-09,2898.67,One-Time Purchase,completed,Google_Search,South,mobile
TXN_923356,USR_00583,2023-01-10,2643.47,Pro Plan,failed,Email,Central,mobile
TXN_920011,USR_00584,2023-08-17,2058.96,Pro Plan,completed,Google_Search,Central,mobile
TXN_403300,USR_00585,2023-10-12,4816.24,One-Time Purchase,refunded,Organic,North,tablet
TXN_498619,USR_00586,2023-03-27,7988.34,Enterprise Plan,failed,Google_Search,North,desktop
TXN_660033,USR_00586,2023-05-26,5226.42,Enterprise Plan,failed,Google_Search,North,tablet
TXN_860294,USR_00586,2023-06-19,3581.62,One-Time Purchase,completed,Google_Search,North,tablet
TXN_574709,USR_00587,2023-04-18,8174.85,Enterprise Plan,failed,TikTok,Central,desktop
TXN_240221,USR_00588,2023-06-14,5078.37,Enterprise Plan,failed,Email,South,tablet
TXN_185090,USR_00589,2023-01-03,3882.59,One-Time Purchase,refunded,Google_Search,South,tablet
TXN_952262,USR_00589,2023-01-27,3458.56,One-Time Purchase,completed,Google_Search,South,desktop
TXN_108840,USR_00589,2023-03-26,2757.72,Pro Plan,failed,Google_Search,South,mobile
TXN_843647,USR_00590,2023-04-09,878.21,Basic Plan,failed,Organic,North,desktop
TXN_345637,USR_00590,2023-05-11,9041.07,Enterprise Plan,completed,Organic,North,desktop
TXN_735465,USR_00590,2023-06-23,4550.19,One-Time Purchase,failed,Organic,North,mobile
TXN_696746,USR_00590,2023-07-13,820.45,One-Time Purchase,completed,Organic,North,tablet
TXN_882209,USR_00591,2023-09-10,1597.04,Pro Plan,completed,Meta_Facebook,Central,mobile
TXN_920251,USR_00591,2023-10-08,2820.5,Pro Plan,failed,Meta_Facebook,Central,desktop
TXN_772101,USR_00592,2023-01-12,308.19,One-Time Purchase,completed,TikTok,Central,tablet
TXN_619647,USR_00593,2023-06-15,839.09,Basic Plan,completed,Organic,West,desktop
TXN_304061,USR_00594,2023-04-25,1785.34,One-Time Purchase,completed,Google_Search,East,desktop
TXN_425903,USR_00595,2023-01-13,1794.32,Pro Plan,completed,Meta_Facebook,West,mobile
TXN_213079,USR_00596,2023-01-15,9201.54,Enterprise Plan,completed,Organic,West,desktop
TXN_749662,USR_00597,2023-05-03,2914.32,Pro Plan,refunded,Email,North,desktop
TXN_168187,USR_00598,2023-10-24,687.7,Basic Plan,failed,Google_Search,North,mobile
TXN_158500,USR_00599,2023-02-01,608.21,One-Time Purchase,failed,Organic,North,tablet
TXN_888490,USR_00599,2023-02-24,2186.91,One-Time Purchase,refunded,Organic,North,desktop
TXN_750338,USR_00600,2023-12-04,2480.78,One-Time Purchase,completed,TikTok,North,tablet
TXN_716366,USR_00600,2023-12-30,726.04,Basic Plan,completed,TikTok,North,mobile
TXN_701056,USR_00600,2024-01-25,795.44,Basic Plan,completed,TikTok,North,mobile
TXN_163429,USR_00601,2023-07-01,1863.73,Pro Plan,completed,Organic,West,mobile
TXN_459557,USR_00602,2023-09-20,2203.29,Pro Plan,refunded,Email,East,desktop
TXN_157259,USR_00603,2023-09-23,2259.66,Pro Plan,refunded,TikTok,South,desktop
TXN_598833,USR_00604,2023-06-26,669.78,Basic Plan,failed,Meta_Facebook,South,tablet
TXN_209940,USR_00605,2023-06-19,7092.48,Enterprise Plan,completed,TikTok,Central,desktop
TXN_341459,USR_00605,2023-07-11,818.38,Basic Plan,failed,TikTok,Central,desktop
TXN_946485,USR_00605,2023-09-08,3751.56,One-Time Purchase,completed,TikTok,Central,tablet
TXN_480441,USR_00605,2023-10-22,2738.13,Pro Plan,completed,TikTok,Central,mobile
TXN_902719,USR_00606,2023-10-12,1212.7,One-Time Purchase,refunded,Google_Search,South,desktop
TXN_282750,USR_00607,2023-04-12,2827.07,Pro Plan,failed,Meta_Facebook,East,desktop
TXN_206105,USR_00607,2023-06-06,1531.24,Pro Plan,completed,Meta_Facebook,East,mobile
TXN_419891,USR_00607,2023-07-04,668.19,Basic Plan,completed,Meta_Facebook,East,desktop
TXN_224249,USR_00608,2023-05-03,4427.42,One-Time Purchase,completed,Email,East,mobile
TXN_356428,USR_00609,2023-04-09,7996.75,Enterprise Plan,failed,TikTok,West,mobile
TXN_232601,USR_00610,2023-10-02,1578.89,Pro Plan,completed,Email,South,tablet
TXN_887623,USR_00611,2023-04-18,2261.92,Pro Plan,failed,Google_Search,West,tablet
TXN_492040,USR_00611,2023-05-31,1140.29,One-Time Purchase,failed,Google_Search,West,tablet
TXN_929029,USR_00612,2023-12-22,7904.93,Enterprise Plan,failed,Organic,West,tablet
TXN_515131,USR_00612,2024-01-13,2177.12,Pro Plan,completed,Organic,West,mobile
TXN_888133,USR_00613,2023-07-13,7751.76,Enterprise Plan,completed,TikTok,South,mobile
TXN_587853,USR_00613,2023-08-20,6149.89,Enterprise Plan,completed,TikTok,South,tablet
TXN_485364,USR_00613,2023-10-18,2496.49,One-Time Purchase,completed,TikTok,South,desktop
TXN_378527,USR_00613,2023-11-27,588.78,Basic Plan,completed,TikTok,South,tablet
TXN_224348,USR_00614,2023-02-12,9632.03,Enterprise Plan,completed,Email,Central,mobile
TXN_445234,USR_00614,2023-03-27,1999.64,Pro Plan,failed,Email,Central,desktop
TXN_395536,USR_00615,2023-06-04,5041.67,Enterprise Plan,completed,Email,South,desktop
TXN_885527,USR_00616,2023-10-24,1368.62,One-Time Purchase,failed,Google_Search,West,mobile
TXN_457207,USR_00616,2023-12-13,3694.8,One-Time Purchase,completed,Google_Search,West,mobile
TXN_492901,USR_00617,2023-08-08,4307.84,One-Time Purchase,completed,Organic,South,mobile
TXN_819074,USR_00618,2023-06-06,6126.45,Enterprise Plan,completed,Google_Search,West,desktop
TXN_245893,USR_00618,2023-07-30,782.79,Basic Plan,completed,Google_Search,West,mobile
TXN_166803,USR_00619,2023-11-05,1258.76,One-Time Purchase,completed,TikTok,Central,tablet
TXN_770043,USR_00619,2023-12-19,663.42,Basic Plan,completed,TikTok,Central,desktop
TXN_732672,USR_00619,2024-01-13,1547.09,Pro Plan,failed,TikTok,Central,desktop
TXN_397604,USR_00619,2024-02-03,954.67,Basic Plan,completed,TikTok,Central,mobile
TXN_442645,USR_00620,2023-09-26,7591.66,Enterprise Plan,completed,Google_Search,West,desktop
TXN_507888,USR_00621,2023-07-20,2546.78,One-Time Purchase,completed,Meta_Facebook,North,mobile
TXN_851589,USR_00622,2023-06-08,7936.46,Enterprise Plan,refunded,Organic,West,tablet
TXN_167077,USR_00622,2023-07-27,994.54,Basic Plan,completed,Organic,West,desktop
TXN_873105,USR_00623,2023-09-27,2473.67,One-Time Purchase,completed,Email,Central,mobile
TXN_747743,USR_00624,2023-08-22,2121.58,Pro Plan,completed,Email,East,tablet
TXN_512668,USR_00624,2023-10-08,2546.78,Pro Plan,completed,Email,East,tablet
TXN_663858,USR_00624,2023-10-30,1909.66,Pro Plan,failed,Email,East,desktop
TXN_628896,USR_00625,2023-04-22,5381.67,Enterprise Plan,completed,Organic,West,desktop
TXN_584617,USR_00625,2023-06-07,6035.86,Enterprise Plan,completed,Organic,West,mobile
TXN_139609,USR_00626,2023-02-07,4321.13,One-Time Purchase,completed,Organic,West,mobile
TXN_586796,USR_00626,2023-03-15,1989.67,Pro Plan,failed,Organic,West,desktop
TXN_247068,USR_00626,2023-05-03,2569.37,Pro Plan,completed,Organic,West,desktop
TXN_877462,USR_00627,2023-03-29,1940.22,Pro Plan,refunded,Google_Search,Central,desktop
TXN_562063,USR_00627,2023-04-28,837.69,Basic Plan,completed,Google_Search,Central,desktop
TXN_950931,USR_00628,2023-04-02,3573.69,One-Time Purchase,failed,Meta_Facebook,North,tablet
TXN_104892,USR_00628,2023-04-28,7218.93,Enterprise Plan,refunded,Meta_Facebook,North,mobile
TXN_115267,USR_00629,2023-05-08,507.02,Basic Plan,completed,Email,South,desktop
TXN_212914,USR_00630,2023-02-02,1565.02,Pro Plan,refunded,Meta_Facebook,North,desktop
TXN_211028,USR_00631,2023-04-08,866.78,One-Time Purchase,completed,TikTok,South,desktop
TXN_508091,USR_00631,2023-05-18,3372.77,One-Time Purchase,completed,TikTok,South,mobile
TXN_146073,USR_00631,2023-07-06,8248.72,Enterprise Plan,completed,TikTok,South,mobile
TXN_440110,USR_00632,2023-11-03,9794.17,Enterprise Plan,refunded,Organic,North,tablet
TXN_605550,USR_00633,2023-12-22,9889.11,Enterprise Plan,failed,Meta_Facebook,East,mobile
TXN_877848,USR_00633,2024-02-01,2096.15,One-Time Purchase,failed,Meta_Facebook,East,mobile
TXN_894029,USR_00634,2023-01-07,6180.98,Enterprise Plan,completed,Meta_Facebook,North,mobile
TXN_311824,USR_00634,2023-03-07,2060.79,Pro Plan,completed,Meta_Facebook,North,mobile
TXN_240789,USR_00635,2023-07-12,3773.5,One-Time Purchase,completed,Meta_Facebook,North,desktop
TXN_447362,USR_00636,2023-01-21,613.51,Basic Plan,failed,TikTok,West,desktop
TXN_360401,USR_00636,2023-02-25,952.32,Basic Plan,failed,TikTok,West,tablet
TXN_615524,USR_00637,2023-07-15,3258.98,One-Time Purchase,completed,TikTok,East,mobile
TXN_196216,USR_00637,2023-08-16,2906.41,Pro Plan,completed,TikTok,East,mobile
TXN_272132,USR_00638,2023-04-15,3706.45,One-Time Purchase,completed,Meta_Facebook,Central,tablet
TXN_399214,USR_00638,2023-05-17,2407.78,Pro Plan,completed,Meta_Facebook,Central,tablet
TXN_517589,USR_00639,2023-08-18,974.51,Basic Plan,completed,Meta_Facebook,East,desktop
TXN_554484,USR_00639,2023-09-17,2673.88,One-Time Purchase,failed,Meta_Facebook,East,mobile
TXN_895720,USR_00639,2023-11-06,2307.77,One-Time Purchase,completed,Meta_Facebook,East,desktop
TXN_493370,USR_00640,2023-10-11,1736.48,One-Time Purchase,completed,Meta_Facebook,East,tablet
TXN_305222,USR_00640,2023-12-08,5682.28,Enterprise Plan,completed,Meta_Facebook,East,mobile
TXN_513820,USR_00640,2024-01-09,7456.27,Enterprise Plan,completed,Meta_Facebook,East,tablet
TXN_503519,USR_00641,2023-06-07,995.24,Basic Plan,completed,TikTok,North,tablet
TXN_465511,USR_00641,2023-07-07,4797.36,One-Time Purchase,failed,TikTok,North,tablet
TXN_952624,USR_00642,2023-07-08,1862.53,Pro Plan,completed,Google_Search,West,desktop
TXN_706435,USR_00643,2023-01-15,1880.43,Pro Plan,refunded,Meta_Facebook,East,tablet
TXN_516983,USR_00643,2023-02-14,821.2,Basic Plan,completed,Meta_Facebook,East,tablet
TXN_825443,USR_00644,2023-02-11,2743.62,Pro Plan,completed,TikTok,South,desktop
TXN_193190,USR_00645,2023-12-04,3835.57,One-Time Purchase,failed,Organic,Central,mobile
TXN_276578,USR_00646,2023-06-26,3584.34,One-Time Purchase,completed,Meta_Facebook,East,desktop
TXN_402346,USR_00646,2023-07-16,2766.32,One-Time Purchase,failed,Meta_Facebook,East,tablet
TXN_307639,USR_00646,2023-09-01,5931.0,Enterprise Plan,completed,Meta_Facebook,East,desktop
TXN_291605,USR_00647,2023-02-26,1800.41,Pro Plan,failed,Organic,Central,mobile
TXN_496077,USR_00648,2023-07-29,1618.71,Pro Plan,completed,Organic,Central,mobile
TXN_608763,USR_00648,2023-09-04,791.82,Basic Plan,completed,Organic,Central,tablet
TXN_201546,USR_00649,2023-02-21,831.66,Basic Plan,completed,Google_Search,North,mobile
TXN_733729,USR_00650,2023-07-12,2523.19,One-Time Purchase,completed,TikTok,Central,desktop
TXN_478756,USR_00650,2023-08-22,9996.23,Enterprise Plan,completed,TikTok,Central,tablet
TXN_945435,USR_00650,2023-10-06,986.65,Basic Plan,completed,TikTok,Central,mobile
TXN_833232,USR_00651,2023-12-24,933.5,Basic Plan,completed,Organic,South,mobile
TXN_769068,USR_00652,2023-07-08,3402.07,One-Time Purchase,completed,Organic,Central,desktop
TXN_932527,USR_00653,2023-01-24,2179.78,One-Time Purchase,refunded,Email,West,mobile
TXN_205335,USR_00653,2023-03-07,4937.3,One-Time Purchase,failed,Email,West,tablet
TXN_699672,USR_00653,2023-04-20,2566.91,Pro Plan,refunded,Email,West,tablet
TXN_972786,USR_00653,2023-06-11,4044.06,One-Time Purchase,completed,Email,West,tablet
TXN_352603,USR_00654,2023-10-08,740.08,Basic Plan,refunded,Organic,South,mobile
TXN_130641,USR_00654,2023-11-10,551.73,Basic Plan,failed,Organic,South,mobile
TXN_764323,USR_00655,2023-05-24,831.74,Basic Plan,refunded,Meta_Facebook,East,tablet
TXN_903562,USR_00655,2023-07-14,9358.7,Enterprise Plan,refunded,Meta_Facebook,East,tablet
TXN_405110,USR_00656,2023-07-13,1834.33,Pro Plan,completed,Organic,Central,mobile
TXN_700665,USR_00656,2023-08-09,2615.93,Pro Plan,completed,Organic,Central,desktop
TXN_988268,USR_00657,2023-07-14,794.03,Basic Plan,completed,TikTok,North,desktop
TXN_644998,USR_00657,2023-08-30,8986.59,Enterprise Plan,completed,TikTok,North,tablet
