user_id,signup_date,acquisition_channel,region,age_group,gender,plan_type,is_active
USR_00374,2023-04-02,TikTok,Central,55+,Other,Basic Plan,1
USR_00375,2023-08-07,Google_Search,South,25-34,Male,One-Time Purchase,1
USR_00376,2023-08-09,Email,Central,55+,Female,Pro Plan,1
USR_00377,2023-08-18,Organic,North,35-44,Other,Enterprise Plan,1
USR_00378,2023-01-04,Email,South,55+,Female,Enterprise Plan,0
USR_00379,2023-04-22,Google_Search,East,55+,Female,Pro Plan,0
USR_00380,2023-06-03,Google_Search,Central,35-44,Other,Basic Plan,1
USR_00381,2023-03-03,Meta_Facebook,Central,45-54,Female,One-Time Purchase,1
USR_00382,2023-10-04,TikTok,South,25-34,Other,Pro Plan,1
USR_00383,2023-10-22,TikTok,North,18-24,Male,One-Time Purchase,0
USR_00384,2023-12-24,Meta_Facebook,South,25-34,Male,Pro Plan,1
USR_00385,2023-09-26,Meta_Facebook,South,35-44,Female,Enterprise Plan,1
USR_00386,2023-06-26,TikTok,North,35-44,Male,Pro Plan,0
USR_00387,2023-05-28,Google_Search,East,18-24,Female,Enterprise Plan,0
USR_00388,2023-12-22,Google_Search,West,55+,Female,Enterprise Plan,1
USR_00389,2023-11-13,Email,North,35-44,Other,Basic Plan,0
USR_00390,2023-01-10,Email,West,55+,Female,One-Time Purchase,1
USR_00391,2023-09-30,Google_Search,South,35-44,Male,One-Time Purchase,1
USR_00392,2023-06-06,Email,West,35-44,Other,Pro Plan,1
USR_00393,2023-05-24,Meta_Facebook,South,18-24,Other,One-Time Purchase,1
USR_00394,2023-11-10,Meta_Facebook,West,45-54,Female,Pro Plan,1
USR_00395,2023-06-08,TikTok,South,45-54,Male,Pro Plan,1
USR_00396,2023-03-02,Meta_Facebook,East,45-54,Male,Basic Plan,1
USR_00397,2023-11-23,Email,South,55+,Female,Basic Plan,1
USR_00398,2023-04-26,Google_Search,West,18-24,Male,Enterprise Plan,0
USR_00399,2023-04-14,Meta_Facebook,North,35-44,Other,One-Time Purchase,1
USR_00400,2023-08-07,Organic,North,18-24,Male,Enterprise Plan,0
USR_00401,2023-07-22,Google_Search,Central,18-24,Female,Basic Plan,0
USR_00402,2023-11-27,Organic,North,55+,Other,Pro Plan,1
USR_00403,2023-04-14,Organic,North,55+,Male,Enterprise Plan,0
USR_00404,2023-09-19,TikTok,South,55+,Female,One-Time Purchase,1
USR_00405,2023-11-08,Organic,South,55+,Female,One-Time Purchase,1
USR_00406,2023-06-02,Email,North,18-24,Female,Basic Plan,1
USR_00407,2023-05-26,TikTok,Central,18-24,Other,One-Time Purchase,1
USR_00408,2023-07-31,TikTok,South,55+,Male,Basic Plan,0
USR_00409,2023-07-01,Meta_Facebook,Central,45-54,Female,One-Time Purchase,1
USR_00410,2023-01-01,Google_Search,North,35-44,Male,Basic Plan,0
USR_00411,2023-01-04,Google_Search,East,45-54,Male,One-Time Purchase,1
USR_00412,2023-11-18,Organic,Central,35-44,Other,One-Time Purchase,0
USR_00413,2023-07-01,Google_Search,South,18-24,Female,Basic Plan,1
USR_00414,2023-07-19,Meta_Facebook,Central,45-54,Male,Enterprise Plan,1
USR_00415,2023-04-21,TikTok,East,55+,Other,Basic Plan,1
USR_00416,2023-09-26,Email,East,35-44,Male,Basic Plan,1
USR_00417,2023-08-24,Organic,Central,25-34,Female,Basic Plan,1
USR_00418,2023-01-12,TikTok,East,25-34,Other,Enterprise Plan,1
USR_00419,2023-12-10,Google_Search,East,18-24,Female,Pro Plan,1
USR_00420,2023-03-29,Google_Search,East,18-24,Other,One-Time Purchase,0
USR_00421,2023-11-19,Organic,Central,35-44,Male,Enterprise Plan,0
USR_00422,2023-05-25,Email,Central,35-44,Other,Basic Plan,1
USR_00423,2023-02-06,Email,Central,45-54,Female,One-Time Purchase,1
USR_00424,2023-08-11,TikTok,East,35-44,Female,Pro Plan,0
USR_00425,2023-02-28,TikTok,Central,45-54,Male,Enterprise Plan,1
USR_00426,2023-12-05,Google_Search,North,55+,Male,Pro Plan,1
USR_00427,2023-08-20,TikTok,East,18-24,Other,One-Time Purchase,1
USR_00428,2023-12-14,Email,West,45-54,Other,Basic Plan,1
USR_00429,2023-02-01,Email,Central,35-44,Other,Basic Plan,0
USR_00430,2023-01-16,Meta_Facebook,West,35-44,Other,Enterprise Plan,1
USR_00431,2023-03-20,Email,South,45-54,Male,Basic Plan,1
USR_00432,2023-03-11,Google_Search,South,35-44,Male,One-Time Purchase,0
USR_00433,2023-05-24,Organic,Central,25-34,Other,Basic Plan,0
USR_00434,2023-10-04,TikTok,East,55+,Female,Enterprise Plan,1
USR_00435,2023-09-20,Organic,Central,25-34,Other,One-Time Purchase,0
USR_00436,2023-11-02,Email,Central,45-54,Other,Basic Plan,1
USR_00437,2023-05-30,TikTok,North,18-24,Male,One-Time Purchase,1
USR_00438,2023-10-30,Meta_Facebook,West,25-34,Male,Pro Plan,1
USR_00439,2023-01-17,Email,North,35-44,Other,Pro Plan,1
USR_00440,2023-11-23,Meta_Facebook,South,35-44,Male,Basic Plan,0
USR_00441,2023-03-16,TikTok,West,18-24,Male,Enterprise Plan,0
USR_00442,2023-06-11,TikTok,North,55+,Other,Enterprise Plan,1
USR_00443,2023-07-20,Organic,South,35-44,Other,Enterprise Plan,1
USR_00444,2023-02-04,Google_Search,West,45-54,Female,Basic Plan,0
USR_00445,2023-12-03,Meta_Facebook,Central,35-44,Other,Basic Plan,1
USR_00446,2023-04-05,Google_Search,South,45-54,Female,Enterprise Plan,1
USR_00447,2023-12-21,Email,East,25-34,Female,Basic Plan,1
USR_00448,2023-05-13,Email,South,35-44,Female,Basic Plan,1
USR_00449,2023-02-25,Meta_Facebook,Central,18-24,Other,Pro Plan,1
USR_00450,2023-03-18,Google_Search,North,55+,Other,Enterprise Plan,1
USR_00451,2023-01-02,Organic,West,18-24,Male,Enterprise Plan,0
USR_00452,2023-11-28,Google_Search,East,45-54,Male,Basic Plan,1
USR_00453,2023-07-16,Meta_Facebook,East,35-44,Male,Basic Plan,1
USR_00454,2023-08-19,Google_Search,North,25-34,Other,Basic Plan,1
USR_00455,2023-11-13,Google_Search,South,55+,Male,Basic Plan,0
USR_00456,2023-10-30,Google_Search,North,45-54,Other,One-Time Purchase,1
USR_00457,2023-03-12,Email,South,18-24,Other,Pro Plan,1
USR_00458,2023-08-01,Meta_Facebook,East,45-54,Male,One-Time Purchase,1
USR_00459,2023-11-20,TikTok,West,45-54,Other,Basic Plan,1
USR_00460,2023-12-28,TikTok,East,25-34,Male,One-Time Purchase,1
USR_00461,2023-09-13,TikTok,North,35-44,Other,Enterprise Plan,1
USR_00462,2023-02-18,TikTok,East,25-34,Male,One-Time Purchase,1
USR_00463,2023-01-23,Google_Search,East,35-44,Male,Pro Plan,1
USR_00464,2023-02-06,Meta_Facebook,West,18-24,Male,One-Time Purchase,0
USR_00465,2023-07-18,Email,South,25-34,Other,Pro Plan,1
USR_00466,2023-06-25,Meta_Facebook,East,45-54,Male,Pro Plan,1
USR_00467,2023-08-11,TikTok,South,18-24,Other,Basic Plan,0
USR_00468,2023-02-12,TikTok,North,45-54,Female,Pro Plan,0
USR_00469,2023-07-09,Organic,North,45-54,Male,One-Time Purchase,1
USR_00470,2023-04-17,Google_Search,Central,45-54,Other,Basic Plan,0
USR_00471,2023-10-15,Meta_Facebook,South,45-54,Male,Pro Plan,1
USR_00472,2023-12-26,Meta_Facebook,South,45-54,Female,Enterprise Plan,1
USR_00473,2023-09-30,TikTok,East,55+,Female,Enterprise Plan,1
USR_00474,2023-08-23,Google_Search,North,45-54,Female,Pro Plan,0
USR_00475,2023-06-25,Email,West,18-24,Other,One-Time Purchase,0
USR_00476,2023-04-27,Organic,East,25-34,Male,Basic Plan,0
USR_00477,2023-12-31,TikTok,East,25-34,Male,Pro Plan,1
USR_00478,2023-06-26,Meta_Facebook,East,55+,Other,Pro Plan,0
USR_00479,2023-08-23,Email,South,55+,Male,Enterprise Plan,1
USR_00480,2023-10-21,Meta_Facebook,Central,18-24,Other,Enterprise Plan,0
USR_00481,2023-03-01,Email,North,55+,Male,Pro Plan,1
USR_00482,2023-10-26,TikTok,South,25-34,Other,Pro Plan,1
USR_00483,2023-07-21,Meta_Facebook,West,45-54,Female,Basic Plan,1
USR_00484,2023-02-14,Meta_Facebook,West,45-54,Female,One-Time Purchase,0
USR_00485,2023-09-09,Google_Search,East,45-54,Female,One-Time Purchase,1
USR_00486,2023-09-09,Meta_Facebook,North,55+,Other,Enterprise Plan,1
USR_00487,2023-10-17,Organic,East,45-54,Male,Basic Plan,1
USR_00488,2023-10-06,Email,East,25-34,Other,Enterprise Plan,1
USR_00489,2023-03-15,Google_Search,South,45-54,Female,Enterprise Plan,1
USR_00490,2023-12-31,TikTok,North,55+,Other,One-Time Purchase,0
USR_00491,2023-06-25,Meta_Facebook,East,18-24,Male,Basic Plan,1
USR_00492,2023-04-27,Email,South,25-34,Female,Pro Plan,1
USR_00493,2023-09-20,TikTok,North,55+,Female,Basic Plan,1
USR_00494,2023-03-05,TikTok,South,18-24,Other,Pro Plan,1
USR_00495,2023-06-28,Email,South,35-44,Other,Basic Plan,1
USR_00496,2023-02-20,Meta_Facebook,Central,25-34,Female,Enterprise Plan,1
USR_00497,2023-06-10,Google_Search,West,55+,Female,Pro Plan,0
USR_00498,2023-02-12,Email,West,18-24,Female,One-Time Purchase,1
USR_00499,2023-09-01,Email,South,25-34,Male,One-Time Purchase,1
USR_00500,2023-12-04,Google_Search,North,25-34,Male,One-Time Purchase,1
USR_00501,2023-10-25,TikTok,East,45-54,Other,Enterprise Plan,1
USR_00502,2023-03-10,Google_Search,North,35-44,Male,Basic Plan,0
USR_00503,2023-11-06,Email,South,18-24,Male,Basic Plan,1
USR_00504,2023-04-14,Email,West,18-24,Female,Enterprise Plan,1
USR_00505,2023-03-02,Organic,West,55+,Other,One-Time Purchase,0
USR_00506,2023-06-05,Meta_Facebook,West,35-44,Female,Pro Plan,1
USR_00507,2023-12-04,TikTok,Central,25-34,Other,One-Time Purchase,1
USR_00508,2023-12-05,Meta_Facebook,South,25-34,Female,Enterprise Plan,1
USR_00509,2023-08-04,Email,North,55+,Female,Basic Plan,1
USR_00510,2023-09-08,Google_Search,South,55+,Other,One-Time Purchase,1
USR_00511,2023-02-17,TikTok,North,18-24,Female,Enterprise Plan,1
USR_00512,2023-06-10,Meta_Facebook,West,45-54,Male,Enterprise Plan,1
USR_00513,2023-11-18,TikTok,South,18-24,Female,Pro Plan,1
USR_00514,2023-07-30,Email,North,35-44,Female,One-Time Purchase,0
USR_00515,2023-05-01,Organic,South,55+,Male,Pro Plan,1
USR_00516,2023-05-20,Meta_Facebook,North,18-24,Male,Enterprise Plan,1
USR_00517,2023-01-29,Google_Search,East,18-24,Female,Basic Plan,1
USR_00518,2023-10-25,TikTok,East,18-24,Male,Basic Plan,1
USR_00519,2023-07-19,Meta_Facebook,West,25-34,Male,Pro Plan,1
USR_00520,2023-09-01,Meta_Facebook,East,35-44,Other,Enterprise Plan,0
USR_00521,2023-11-07,Google_Search,North,55+,Other,Enterprise Plan,1
USR_00522,2023-12-17,Google_Search,Central,25-34,Female,One-Time Purchase,0
USR_00523,2023-05-01,Email,South,18-24,Female,One-Time Purchase,0
USR_00524,2023-09-09,Organic,West,18-24,Female,One-Time Purchase,1
USR_00525,2023-01-15,Google_Search,South,25-34,Male,Pro Plan,1
USR_00526,2023-02-26,Meta_Facebook,South,45-54,Other,One-Time Purchase,0
USR_00527,2023-01-12,TikTok,Central,18-24,Other,Basic Plan,1
USR_00528,2023-03-02,Google_Search,Central,18-24,Male,One-Time Purchase,1
USR_00529,2023-11-04,Meta_Facebook,East,45-54,Male,One-Time Purchase,1
USR_00530,2023-12-29,Organic,Central,18-24,Female,Basic Plan,1
USR_00531,2023-10-14,Google_Search,Central,55+,Male,Enterprise Plan,1
USR_00532,2023-05-24,Email,West,25-34,Male,Enterprise Plan,0
USR_00533,2023-06-11,Organic,South,45-54,Other,Basic Plan,1
USR_00534,2023-12-30,TikTok,West,18-24,Other,One-Time Purchase,0
USR_00535,2023-12-06,TikTok,South,45-54,Female,Pro Plan,0
USR_00536,2023-12-13,Google_Search,East,45-54,Male,Enterprise Plan,1
USR_00537,2023-07-11,TikTok,North,45-54,Female,Pro Plan,1
USR_00538,2023-06-16,TikTok,South,35-44,Female,Basic Plan,0
USR_00539,2023-12-17,TikTok,South,25-34,Male,Basic Plan,0
USR_00540,2023-09-01,Email,Central,25-34,Male,Basic Plan,1
USR_00541,2023-02-17,Google_Search,Central,25-34,Male,One-Time Purchase,1
USR_00542,2023-09-27,TikTok,North,55+,Female,One-Time Purchase,0
USR_00543,2023-06-03,Meta_Facebook,Central,35-44,Female,Enterprise Plan,1
USR_00544,2023-07-01,Email,Central,35-44,Male,Basic Plan,1
USR_00545,2023-01-24,Google_Search,West,35-44,Other,Enterprise Plan,1
USR_00546,2023-05-16,Email,South,55+,Male,Pro Plan,1
USR_00547,2023-07-27,TikTok,West,45-54,Other,Enterprise Plan,1
USR_00548,2023-04-18,Organic,South,18-24,Other,One-Time Purchase,1
USR_00549,2023-03-17,Organic,West,35-44,Female,Basic Plan,1
USR_00550,2023-08-16,Organic,West,35-44,Female,One-Time Purchase,1
USR_00551,2023-07-20,Google_Search,East,45-54,Male,Basic Plan,0
USR_00552,2023-09-11,TikTok,Central,55+,Other,Basic Plan,1
USR_00553,2023-09-07,Meta_Facebook,North,55+,Other,One-Time Purchase,1
USR_00554,2023-11-28,Organic,West,45-54,Female,One-Time Purchase,1
USR_00555,2023-04-29,TikTok,South,18-24,Male,One-Time Purchase,1
USR_00556,2023-12-11,Email,West,45-54,Other,Pro Plan,0
USR_00557,2023-07-02,Meta_Facebook,South,45-54,Female,Basic Plan,0
USR_00558,2023-03-03,TikTok,South,35-44,Female,Enterprise Plan,1
USR_00559,2023-08-13,Organic,North,45-54,Female,Basic Plan,0
USR_00560,2023-04-16,Email,South,25-34,Other,One-Time Purchase,0
USR_00561,2023-06-21,Meta_Facebook,North,25-34,Male,One-Time Purchase,0
USR_00562,2023-05-06,Meta_Facebook,Central,55+,Male,Pro Plan,1
USR_00563,2023-09-22,Email,North,55+,Female,Pro Plan,1
USR_00564,2023-12-05,Meta_Facebook,Central,18-24,Male,Enterprise Plan,1
USR_00565,2023-06-05,Email,East,55+,Other,Enterprise Plan,1
USR_00566,2023-07-26,Organic,South,45-54,Other,Enterprise Plan,1
USR_00567,2023-05-26,Meta_Facebook,North,45-54,Male,Enterprise Plan,0
USR_00568,2023-05-04,Email,West,45-54,Other,Basic Plan,1
USR_00569,2023-08-21,Email,South,45-54,Male,Enterprise Plan,1
USR_00570,2024-01-01,Organic,Central,55+,Male,Basic Plan,0
USR_00571,2023-09-01,Meta_Facebook,West,55+,Female,Enterprise Plan,1
USR_00572,2023-05-16,TikTok,West,55+,Female,One-Time Purchase,0
USR_00573,2023-03-02,Meta_Facebook,West,45-54,Female,Basic Plan,1
USR_00574,2023-02-26,Google_Search,East,45-54,Male,Basic Plan,1
USR_00575,2023-08-20,Email,West,55+,Other,Pro Plan,0
USR_00576,2023-03-18,Email,North,25-34,Female,One-Time Purchase,1
USR_00577,2023-08-15,Email,North,45-54,Female,Basic Plan,1
USR_00578,2023-02-13,Meta_Facebook,Central,45-54,Male,Pro Plan,1
USR_00579,2023-12-04,TikTok,South,18-24,Female,Enterprise Plan,1
USR_00580,2023-10-24,Organic,North,35-44,Male,One-Time Purchase,1
USR_00581,2023-03-20,Email,West,55+,Other,Basic Plan,0
USR_00582,2023-03-03,Google_Search,South,25-34,Male,Pro Plan,1
USR_00583,2023-01-10,Email,Central,45-54,Other,Pro Plan,1
USR_00584,2023-08-17,Google_Search,Central,35-44,Male,Pro Plan,1
USR_00585,2023-10-12,Organic,North,25-34,Male,One-Time Purchase,1
USR_00586,2023-03-27,Google_Search,North,18-24,Male,Enterprise Plan,1
USR_00587,2023-04-18,TikTok,Central,55+,Other,Enterprise Plan,1
USR_00588,2023-06-14,Email,South,35-44,Female,Enterprise Plan,0
USR_00589,2023-01-03,Google_Search,South,18-24,Female,One-Time Purchase,1
USR_00590,2023-04-09,Organic,North,45-54,Other,Basic Plan,1
USR_00591,2023-09-10,Meta_Facebook,Central,25-34,Other,Pro Plan,1
USR_00592,2023-01-12,TikTok,Central,45-54,Other,One-Time Purchase,1
USR_00593,2023-06-15,Organic,West,25-34,Male,Basic Plan,1
USR_00594,2023-04-25,Google_Search,East,45-54,Other,One-Time Purchase,0
USR_00595,2023-01-13,Meta_Facebook,West,35-44,Male,Pro Plan,1
USR_00596,2023-01-15,Organic,West,18-24,Male,Enterprise Plan,1
USR_00597,2023-05-03,Email,North,25-34,Female,Pro Plan,1
USR_00598,2023-10-24,Google_Search,North,18-24,Female,Basic Plan,1
USR_00599,2023-02-01,Organic,North,35-44,Other,One-Time Purchase,1
USR_00600,2023-12-04,TikTok,North,35-44,Other,One-Time Purchase,0
USR_00601,2023-07-01,Organic,West,35-44,Male,Pro Plan,1
USR_00602,2023-09-20,Email,East,18-24,Other,Pro Plan,1
USR_00603,2023-09-23,TikTok,South,35-44,Male,Pro Plan,1
USR_00604,2023-06-26,Meta_Facebook,South,35-44,Female,Basic Plan,1
USR_00605,2023-06-19,TikTok,Central,55+,Male,Enterprise Plan,1
USR_00606,2023-10-12,Google_Search,South,25-34,Female,One-Time Purchase,0
USR_00607,2023-04-12,Meta_Facebook,East,35-44,Male,Pro Plan,1
USR_00608,2023-05-03,Email,East,35-44,Male,One-Time Purchase,0
USR_00609,2023-04-09,TikTok,West,55+,Female,Enterprise Plan,0
USR_00610,2023-10-02,Email,South,55+,Female,Pro Plan,1
USR_00611,2023-04-18,Google_Search,West,25-34,Male,Pro Plan,1
USR_00612,2023-12-22,Organic,West,55+,Male,Enterprise Plan,1
USR_00613,2023-07-13,TikTok,South,18-24,Male,Enterprise Plan,1
USR_00614,2023-02-12,Email,Central,45-54,Male,Enterprise Plan,1
USR_00615,2023-06-04,Email,South,55+,Other,Enterprise Plan,1
USR_00616,2023-10-24,Google_Search,West,55+,Female,One-Time Purchase,0
USR_00617,2023-08-08,Organic,South,25-34,Other,One-Time Purchase,1
USR_00618,2023-06-06,Google_Search,West,55+,Female,Enterprise Plan,0
USR_00619,2023-11-05,TikTok,Central,25-34,Other,One-Time Purchase,0
USR_00620,2023-09-26,Google_Search,West,25-34,Other,Enterprise Plan,1
USR_00621,2023-07-20,Meta_Facebook,North,35-44,Male,One-Time Purchase,1
USR_00622,2023-06-08,Organic,West,55+,Female,Enterprise Plan,0
USR_00623,2023-09-27,Email,Central,25-34,Other,One-Time Purchase,1
USR_00624,2023-08-22,Email,East,45-54,Other,Pro Plan,0
USR_00625,2023-04-22,Organic,West,35-44,Female,Enterprise Plan,1
USR_00626,2023-02-07,Organic,West,45-54,Male,One-Time Purchase,1
USR_00627,2023-03-29,Google_Search,Central,25-34,Male,Pro Plan,1
USR_00628,2023-04-02,Meta_Facebook,North,45-54,Male,One-Time Purchase,1
USR_00629,2023-05-08,Email,South,35-44,Male,Basic Plan,1
USR_00630,2023-02-02,Meta_Facebook,North,25-34,Other,Pro Plan,0
USR_00631,2023-04-08,TikTok,South,35-44,Female,One-Time Purchase,1
USR_00632,2023-11-03,Organic,North,25-34,Male,Enterprise Plan,1
USR_00633,2023-12-22,Meta_Facebook,East,25-34,Other,Enterprise Plan,1
USR_00634,2023-01-07,Meta_Facebook,North,18-24,Other,Enterprise Plan,0
USR_00635,2023-07-12,Meta_Facebook,North,35-44,Female,One-Time Purchase,1
USR_00636,2023-01-21,TikTok,West,35-44,Male,Basic Plan,0
USR_00637,2023-07-15,TikTok,East,35-44,Other,One-Time Purchase,0
USR_00638,2023-04-15,Meta_Facebook,Central,55+,Male,One-Time Purchase,1
USR_00639,2023-08-18,Meta_Facebook,East,18-24,Female,Basic Plan,0
USR_00640,2023-10-11,Meta_Facebook,East,45-54,Male,One-Time Purchase,0
USR_00641,2023-06-07,TikTok,North,35-44,Other,Basic Plan,1
USR_00642,2023-07-08,Google_Search,West,18-24,Female,Pro Plan,1
USR_00643,2023-01-15,Meta_Facebook,East,45-54,Other,Pro Plan,0
USR_00644,2023-02-11,TikTok,South,35-44,Female,Pro Plan,1
USR_00645,2023-12-04,Organic,Central,18-24,Male,One-Time Purchase,0
USR_00646,2023-06-26,Meta_Facebook,East,18-24,Female,One-Time Purchase,1
USR_00647,2023-02-26,Organic,Central,35-44,Other,Pro Plan,1
USR_00648,2023-07-29,Organic,Central,25-34,Male,Pro Plan,1
USR_00649,2023-02-21,Google_Search,North,55+,Female,Basic Plan,1
USR_00650,2023-07-12,TikTok,Central,25-34,Other,One-Time Purchase,1
USR_00651,2023-12-24,Organic,South,45-54,Other,Basic Plan,1
USR_00652,2023-07-08,Organic,Central,45-54,Male,One-Time Purchase,1
USR_00653,2023-01-24,Email,West,35-44,Female,One-Time Purchase,0
USR_00654,2023-10-08,Organic,South,55+,Male,Basic Plan,1
USR_00655,2023-05-24,Meta_Facebook,East,25-34,Female,Basic Plan,0
USR_00656,2023-07-13,Organic,Central,18-24,Female,Pro Plan,1
USR_00657,2023-07-14,TikTok,North,55+,Other,Basic Plan,1
USR_00658,2023-02-24,Organic,North,55+,Other,Enterprise Plan,0
USR_00659,2023-03-17,TikTok,East,18-24,Male,Basic Plan,1
USR_00660,2023-04-26,Google_Search,South,18-24,Other,One-Time Purchase,1
USR_00661,2023-03-25,TikTok,South,55+,Female,One-Time Purchase,0
USR_00662,2023-01-05,Email,Central,55+,Female,Pro Plan,1
USR_00663,2023-11-29,Email,Central,18-24,Other,Pro Plan,1
USR_00664,2023-12-10,Google_Search,West,35-44,Male,Enterprise Plan,1
USR_00665,2023-10-21,Organic,East,18-24,Male,Pro Plan,1
USR_00666,2023-02-20,Email,North,55+,Other,One-Time Purchase,1
USR_00667,2023-09-29,Organic,North,25-34,Male,Pro Plan,1
USR_00668,2023-10-22,Meta_Facebook,South,25-34,Other,Enterprise Plan,0
USR_00669,2023-06-03,Google_Search,Central,18-24,Female,One-Time Purchase,1
USR_00670,2023-06-30,TikTok,Central,45-54,Other,Basic Plan,1
USR_00671,2023-08-06,Meta_Facebook,Central,55+,Male,Basic Plan,1
USR_00672,2023-10-16,TikTok,Central,35-44,Other,One-Time Purchase,1
USR_00673,2023-06-18,Google_Search,East,35-44,Male,Enterprise Plan,1
USR_00674,2023-06-06,TikTok,West,45-54,Male,Enterprise Plan,0
USR_00675,2023-12-14,TikTok,Central,18-24,Female,One-Time Purchase,1
USR_00676,2023-12-03,Meta_Facebook,South,18-24,Female,Enterprise Plan,1
USR_00677,2023-08-03,Organic,South,45-54,Female,Enterprise Plan,1
USR_00678,2023-11-21,Google_Search,North,35-44,Male,Basic Plan,1
USR_00679,2023-09-10,Google_Search,West,55+,Female,One-Time Purchase,1
USR_00680,2023-06-26,Meta_Facebook,Central,55+,Female,One-Time Purchase,1
USR_00681,2023-04-26,Meta_Facebook,North,45-54,Male,Pro Plan,1
USR_00682,2023-04-22,Email,Central,55+,Male,One-Time Purchase,1
USR_00683,2023-01-04,TikTok,West,18-24,Male,Enterprise Plan,1
USR_00684,2023-03-20,Organic,North,55+,Female,Basic Plan,0
USR_00685,2023-12-03,Organic,South,25-34,Other,Enterprise Plan,0
USR_00686,2023-03-24,Meta_Facebook,West,45-54,Female,Basic Plan,1
USR_00687,2023-05-29,Email,West,35-44,Female,One-Time Purchase,1
USR_00688,2023-08-08,Meta_Facebook,West,35-44,Male,Pro Plan,1
USR_00689,2023-08-07,Google_Search,Central,35-44,Other,Basic Plan,0
USR_00690,2023-04-29,Meta_Facebook,East,55+,Female,One-Time Purchase,1
USR_00691,2023-09-09,Email,East,55+,Female,Basic Plan,1
USR_00692,2023-11-05,Google_Search,North,45-54,Male,Pro Plan,1
USR_00693,2023-08-18,Google_Search,West,45-54,Other,One-Time Purchase,1
USR_00694,2023-12-23,Meta_Facebook,East,25-34,Other,Basic Plan,1
USR_00695,2023-07-23,Organic,Central,25-34,Other,Pro Plan,1
USR_00696,2023-04-22,TikTok,North,25-34,Female,Enterprise Plan,1
USR_00697,2023-03-29,Meta_Facebook,North,35-44,Male,Enterprise Plan,1
USR_00698,2023-01-27,Meta_Facebook,South,45-54,Other,Basic Plan,0
USR_00699,2023-06-16,Google_Search,North,18-24,Other,Pro Plan,1
USR_00700,2023-11-21,TikTok,Central,18-24,Other,One-Time Purchase,1
USR_00701,2023-07-22,Meta_Facebook,West,18-24,Other,One-Time Purchase,1
USR_00702,2023-02-21,TikTok,South,45-54,Other,Basic Plan,1
USR_00703,2023-11-26,Google_Search,South,45-54,Male,Basic Plan,0
USR_00704,2023-02-24,TikTok,East,45-54,Male,Pro Plan,1
USR_00705,2023-11-18,TikTok,North,25-34,Female,Basic Plan,0
USR_00706,2023-08-01,Meta_Facebook,North,25-34,Male,Basic Plan,1
USR_00707,2023-07-04,Google_Search,North,35-44,Other,Pro Plan,1
USR_00708,2023-12-05,Email,East,18-24,Male,Basic Plan,0
USR_00709,2023-02-27,TikTok,West,55+,Male,Pro Plan,1
USR_00710,2023-10-02,Meta_Facebook,West,55+,Male,One-Time Purchase,1
USR_00711,2023-05-01,Email,North,18-24,Male,Basic Plan,1
USR_00712,2023-07-04,Meta_Facebook,East,25-34,Female,Pro Plan,1
USR_00713,2023-01-29,Meta_Facebook,North,18-24,Other,One-Time Purchase,1
USR_00714,2023-12-06,TikTok,North,45-54,Male,Pro Plan,1
USR_00715,2023-12-24,Email,West,45-54,Female,Enterprise Plan,1
USR_00716,2023-09-14,Email,South,35-44,Female,Pro Plan,1
USR_00717,2023-07-25,TikTok,North,45-54,Other,One-Time Purchase,1
USR_00718,2023-08-28,Organic,East,18-24,Other,One-Time Purchase,1
USR_00719,2023-06-08,Meta_Facebook,Central,55+,Female,Basic Plan,1
USR_00720,2023-09-05,Google_Search,North,55+,Male,Basic Plan,1
USR_00721,2023-01-20,Email,South,35-44,Other,One-Time Purchase,1
USR_00722,2023-12-15,Meta_Facebook,South,45-54,Female,One-Time Purchase,1
USR_00723,2023-08-09,Google_Search,West,25-34,Other,Pro Plan,1
USR_00724,2023-09-12,Google_Search,North,35-44,Other,Enterprise Plan,0
USR_00725,2023-05-12,Organic,South,45-54,Other,One-Time Purchase,0
USR_00726,2023-03-08,Organic,East,45-54,Male,Enterprise Plan,1
USR_00727,2023-12-16,Google_Search,Central,25-34,Other,Pro Plan,1
USR_00728,2023-02-23,Email,West,25-34,Male,One-Time Purchase,0
USR_00729,2023-07-23,Organic,South,25-34,Other,Enterprise Plan,1
USR_00730,2023-09-01,Google_Search,East,45-54,Other,Basic Plan,1
USR_00731,2023-04-20,Google_Search,South,45-54,Female,One-Time Purchase,1
USR_00732,2023-03-14,Google_Search,East,18-24,Other,Basic Plan,1
USR_00733,2023-06-02,Meta_Facebook,South,25-34,Other,One-Time Purchase,1
USR_00734,2023-01-02,Organic,South,55+,Male,Basic Plan,1
USR_00735,2023-11-04,Organic,South,45-54,Female,Pro Plan,0
USR_00736,2023-01-09,Email,East,45-54,Male,One-Time Purchase,1
USR_00737,2023-08-23,Organic,East,35-44,Male,Pro Plan,0
USR_00738,2023-12-26,TikTok,North,55+,Female,Basic Plan,1
USR_00739,2023-12-08,Email,West,35-44,Female,Pro Plan,1
USR_00740,2023-03-05,Email,West,18-24,Other,One-Time Purchase,1
USR_00741,2023-08-01,Google_Search,North,25-34,Other,Pro Plan,1
USR_00742,2023-11-04,Email,East,18-24,Female,One-Time Purchase,0
USR_00743,2023-10-23,Organic,South,55+,Male,Pro Plan,1
USR_00744,2023-10-11,Meta_Facebook,East,45-54,Female,Basic Plan,1
USR_00745,2023-11-21,Email,South,35-44,Other,Pro Plan,1
