user_id,first_purchase_date,cohort_month
USR_01017,2023-10-19,2023-10
USR_01018,2023-04-07,2023-04
USR_01019,2023-06-01,2023-06
USR_01021,2023-10-13,2023-10
USR_01022,2023-08-26,2023-08
USR_01024,2023-04-22,2023-04
USR_01025,2023-09-13,2023-09
USR_01026,2023-12-28,2023-12
USR_01028,2023-02-02,2023-02
USR_01029,2023-09-01,2023-09
USR_01030,2023-04-28,2023-04
USR_01031,2023-07-16,2023-07
USR_01034,2023-04-10,2023-04
USR_01035,2023-11-01,2023-11
USR_01037,2023-11-27,2023-11
USR_01038,2023-10-19,2023-10
USR_01039,2023-02-22,2023-02
USR_01040,2023-07-22,2023-07
USR_01041,2023-01-22,2023-01
USR_01042,2023-01-21,2023-01
USR_01043,2023-12-26,2023-12
USR_01044,2023-05-25,2023-05
USR_01045,2023-08-17,2023-08
USR_01046,2023-07-18,2023-07
USR_01048,2023-06-05,2023-06
USR_01049,2023-07-10,2023-07
USR_01050,2023-09-01,2023-09
USR_01051,2023-12-21,2023-12
USR_01052,2023-07-31,2023-07
USR_01053,2023-09-03,2023-09
USR_01054,2023-09-10,2023-09
USR_01055,2023-03-31,2023-03
USR_01056,2023-07-28,2023-07
USR_01057,2023-03-16,2023-03
USR_01058,2023-04-27,2023-04
USR_01059,2023-07-21,2023-07
USR_01060,2023-10-05,2023-10
USR_01061,2023-12-15,2023-12
USR_01062,2023-09-02,2023-09
USR_01064,2023-07-14,2023-07
USR_01065,2023-08-21,2023-08
USR_01066,2023-09-08,2023-09
USR_01067,2023-01-21,2023-01
USR_01070,2023-08-03,2023-08
USR_01071,2023-05-15,2023-05
USR_01072,2023-05-17,2023-05
USR_01073,2023-09-03,2023-09
USR_01074,2023-10-05,2023-10
USR_01075,2023-05-07,2023-05
USR_01076,2023-09-18,2023-09
USR_01078,2023-12-30,2023-12
USR_01079,2023-06-10,2023-06
USR_01080,2023-05-23,2023-05
USR_01082,2023-10-23,2023-10
USR_01083,2023-05-22,2023-05
USR_01084,2023-04-03,2023-04
USR_01087,2023-09-06,2023-09
USR_01088,2023-07-11,2023-07
USR_01089,2023-01-11,2023-01
USR_01090,2023-12-24,2023-12
USR_01091,2023-05-23,2023-05
USR_01092,2023-08-17,2023-08
USR_01093,2023-01-19,2023-01
USR_01094,2023-12-23,2023-12
USR_01095,2023-04-01,2023-04
USR_01096,2023-03-07,2023-03
USR_01097,2023-01-11,2023-01
USR_01098,2023-03-09,2023-03
USR_01099,2023-03-24,2023-03
USR_01101,2023-07-27,2023-07
USR_01102,2023-11-23,2023-11
USR_01103,2023-07-29,2023-07
USR_01104,2023-06-21,2023-06
USR_01105,2023-10-08,2023-10
USR_01106,2023-11-22,2023-11
USR_01107,2023-01-01,2023-01
USR_01108,2023-03-26,2023-03
USR_01109,2023-07-09,2023-07
USR_01111,2023-10-12,2023-10
USR_01112,2023-08-10,2023-08
USR_01113,2023-05-01,2023-05
USR_01114,2023-02-17,2023-02
USR_01115,2023-12-14,2023-12
USR_01116,2023-02-12,2023-02
USR_01117,2023-02-25,2023-02
USR_01119,2023-12-07,2023-12
USR_01120,2023-03-17,2023-03
USR_01121,2023-09-04,2023-09
USR_01122,2023-05-10,2023-05
USR_01123,2023-10-18,2023-10
USR_01125,2023-11-20,2023-11
USR_01127,2023-10-30,2023-10
USR_01128,2023-04-24,2023-04
USR_01130,2023-12-06,2023-12
USR_01132,2023-06-14,2023-06
USR_01133,2023-06-15,2023-06
USR_01135,2023-11-20,2023-11
USR_01136,2023-04-27,2023-04
USR_01138,2023-08-31,2023-08
USR_01139,2023-09-03,2023-09
USR_01140,2023-03-12,2023-03
USR_01141,2023-04-04,2023-04
USR_01142,2023-02-10,2023-02
USR_01143,2023-08-04,2023-08
USR_01145,2023-08-29,2023-08
USR_01147,2023-05-30,2023-05
USR_01148,2023-03-05,2023-03
USR_01149,2023-10-23,2023-10
USR_01151,2023-12-23,2023-12
USR_01152,2023-07-30,2023-07
USR_01153,2023-08-21,2023-08
USR_01154,2023-11-05,2023-11
USR_01156,2023-09-29,2023-09
USR_01157,2023-10-11,2023-10
USR_01158,2023-09-17,2023-09
USR_01159,2023-02-20,2023-02
USR_01160,2023-07-29,2023-07
USR_01162,2023-12-23,2023-12
USR_01163,2023-03-26,2023-03
USR_01164,2023-01-24,2023-01
USR_01165,2023-06-03,2023-06
USR_01166,2023-03-20,2023-03
USR_01167,2024-03-15,2024-03
USR_01168,2023-10-02,2023-10
USR_01169,2023-02-27,2023-02
USR_01170,2023-03-06,2023-03
USR_01171,2023-03-27,2023-03
USR_01172,2024-02-02,2024-02
USR_01173,2023-11-28,2023-11
USR_01175,2023-10-04,2023-10
USR_01176,2023-01-02,2023-01
USR_01177,2023-03-29,2023-03
USR_01178,2023-05-04,2023-05
USR_01179,2023-09-27,2023-09
USR_01180,2023-03-05,2023-03
USR_01181,2023-04-01,2023-04
USR_01182,2023-07-24,2023-07
USR_01183,2023-09-25,2023-09
USR_01184,2023-01-21,2023-01
USR_01185,2023-05-29,2023-05
USR_01186,2023-12-24,2023-12
USR_01187,2023-06-24,2023-06
USR_01188,2023-04-10,2023-04
USR_01189,2023-03-10,2023-03
USR_01191,2023-01-06,2023-01
USR_01192,2023-02-27,2023-02
USR_01193,2023-12-26,2023-12
USR_01194,2023-10-28,2023-10
USR_01195,2023-11-19,2023-11
USR_01197,2023-05-11,2023-05
USR_01199,2023-01-21,2023-01
USR_01200,2023-04-19,2023-04
USR_01201,2023-01-25,2023-01
USR_01203,2023-12-13,2023-12
USR_01205,2023-04-10,2023-04
USR_01206,2023-08-31,2023-08
USR_01208,2023-09-24,2023-09
USR_01209,2023-03-02,2023-03
USR_01210,2023-06-26,2023-06
USR_01211,2023-09-28,2023-09
USR_01213,2023-07-19,2023-07
USR_01214,2023-07-16,2023-07
USR_01215,2023-09-09,2023-09
USR_01216,2023-07-30,2023-07
USR_01217,2023-08-21,2023-08
USR_01218,2023-03-09,2023-03
USR_01219,2023-08-26,2023-08
USR_01220,2023-10-07,2023-10
USR_01221,2023-10-01,2023-10
USR_01222,2023-11-24,2023-11
USR_01223,2023-06-24,2023-06
USR_01224,2023-09-21,2023-09
USR_01225,2023-09-12,2023-09
USR_01226,2023-06-21,2023-06
USR_01227,2023-03-31,2023-03
USR_01228,2023-10-01,2023-10
USR_01229,2023-01-18,2023-01
USR_01230,2023-06-22,2023-06
USR_01231,2023-04-02,2023-04
USR_01232,2023-10-16,2023-10
USR_01233,2024-01-02,2024-01
USR_01235,2023-04-24,2023-04
USR_01236,2023-07-19,2023-07
USR_01240,2023-05-18,2023-05
USR_01241,2023-04-20,2023-04
USR_01242,2023-02-25,2023-02
USR_01243,2023-03-04,2023-03
USR_01244,2023-03-12,2023-03
USR_01245,2023-06-22,2023-06
USR_01246,2023-01-14,2023-01
USR_01247,2023-04-28,2023-04
USR_01248,2023-04-15,2023-04
USR_01251,2023-05-28,2023-05
USR_01253,2023-02-16,2023-02
USR_01256,2023-11-27,2023-11
USR_01257,2023-12-02,2023-12
USR_01258,2023-11-11,2023-11
USR_01259,2023-05-01,2023-05
USR_01260,2023-10-04,2023-10
USR_01261,2023-09-10,2023-09
USR_01262,2023-12-10,2023-12
USR_01265,2023-07-23,2023-07
USR_01267,2023-07-02,2023-07
USR_01268,2023-05-01,2023-05
USR_01272,2023-02-28,2023-02
USR_01273,2023-03-27,2023-03
USR_01274,2023-01-17,2023-01
USR_01275,2023-08-22,2023-08
USR_01276,2023-10-23,2023-10
USR_01277,2023-07-07,2023-07
USR_01278,2023-03-07,2023-03
USR_01279,2023-05-22,2023-05
USR_01280,2023-05-13,2023-05
USR_01281,2023-07-05,2023-07
USR_01282,2023-08-15,2023-08
USR_01283,2023-03-16,2023-03
USR_01284,2023-06-07,2023-06
USR_01285,2023-05-07,2023-05
USR_01286,2023-04-17,2023-04
USR_01287,2023-03-17,2023-03
USR_01289,2023-06-03,2023-06
USR_01291,2023-11-07,2023-11
USR_01296,2023-07-22,2023-07
USR_01297,2023-08-01,2023-08
USR_01298,2023-06-15,2023-06
USR_01299,2024-01-29,2024-01
USR_01300,2023-01-12,2023-01
USR_01301,2023-05-21,2023-05
USR_01302,2023-04-03,2023-04
USR_01303,2023-09-19,2023-09
USR_01304,2023-02-15,2023-02
USR_01305,2023-04-25,2023-04
USR_01306,2023-07-12,2023-07
USR_01307,2023-10-05,2023-10
USR_01308,2023-09-14,2023-09
USR_01309,2023-03-19,2023-03
USR_01310,2023-12-05,2023-12
USR_01312,2023-06-20,2023-06
USR_01314,2023-11-01,2023-11
USR_01317,2023-05-08,2023-05
USR_01318,2023-11-03,2023-11
USR_01319,2023-10-03,2023-10
USR_01320,2023-12-16,2023-12
USR_01321,2023-01-15,2023-01
USR_01322,2023-11-21,2023-11
USR_01323,2023-04-28,2023-04
USR_01325,2023-07-22,2023-07
USR_01326,2023-03-26,2023-03
USR_01327,2023-09-30,2023-09
USR_01328,2023-03-16,2023-03
USR_01329,2023-11-11,2023-11
USR_01331,2023-09-01,2023-09
USR_01332,2023-05-11,2023-05
USR_01333,2023-10-07,2023-10
USR_01335,2023-06-26,2023-06
USR_01336,2023-06-01,2023-06
USR_01337,2024-02-27,2024-02
USR_01338,2023-11-03,2023-11
USR_01339,2023-03-25,2023-03
USR_01340,2023-09-21,2023-09
USR_01342,2023-10-13,2023-10
USR_01344,2023-09-05,2023-09
USR_01346,2023-05-18,2023-05
USR_01347,2023-02-16,2023-02
USR_01348,2023-10-30,2023-10
USR_01350,2023-02-07,2023-02
USR_01351,2023-03-09,2023-03
USR_01353,2023-12-18,2023-12
USR_01354,2023-10-28,2023-10
USR_01355,2023-02-23,2023-02
USR_01356,2023-01-28,2023-01
USR_01358,2023-04-04,2023-04
USR_01360,2023-02-25,2023-02
USR_01361,2023-08-14,2023-08
USR_01362,2023-12-13,2023-12
USR_01363,2023-09-21,2023-09
USR_01364,2024-01-22,2024-01
USR_01366,2023-05-09,2023-05
USR_01367,2023-11-19,2023-11
USR_01368,2023-07-21,2023-07
USR_01369,2023-11-14,2023-11
USR_01370,2024-02-06,2024-02
USR_01373,2023-06-05,2023-06
USR_01374,2023-11-11,2023-11
USR_01375,2023-06-24,2023-06
USR_01376,2023-01-07,2023-01
USR_01377,2023-04-22,2023-04
USR_01378,2023-03-08,2023-03
USR_01379,2023-12-05,2023-12
USR_01380,2024-01-17,2024-01
USR_01381,2023-03-11,2023-03
USR_01382,2023-11-14,2023-11
USR_01383,2023-12-22,2023-12
USR_01384,2023-12-22,2023-12
USR_01385,2023-04-26,2023-04
USR_01386,2023-04-24,2023-04
USR_01387,2023-06-20,2023-06
USR_01388,2023-02-18,2023-02
USR_01389,2023-10-01,2023-10
USR_01390,2023-11-07,2023-11
USR_01392,2023-11-18,2023-11
USR_01393,2023-03-18,2023-03
USR_01394,2023-12-16,2023-12
USR_01395,2023-04-25,2023-04
USR_01396,2023-12-18,2023-12
USR_01397,2023-07-20,2023-07
USR_01398,2023-07-21,2023-07
USR_01399,2023-07-05,2023-07
USR_01400,2023-06-14,2023-06
USR_01403,2023-10-20,2023-10
USR_01404,2023-04-06,2023-04
USR_01405,2023-12-15,2023-12
USR_01406,2023-05-19,2023-05
USR_01407,2023-11-13,2023-11
USR_01408,2023-07-10,2023-07
USR_01410,2023-05-07,2023-05
USR_01411,2023-12-15,2023-12
USR_01412,2023-04-27,2023-04
USR_01413,2023-12-13,2023-12
USR_01414,2023-02-27,2023-02
USR_01415,2023-01-13,2023-01
USR_01417,2023-09-28,2023-09
USR_01418,2023-04-06,2023-04
USR_01419,2023-03-17,2023-03
USR_01420,2023-04-26,2023-04
USR_01421,2023-09-12,2023-09
USR_01422,2023-04-04,2023-04
USR_01423,2023-03-20,2023-03
USR_01424,2023-06-27,2023-06
USR_01425,2023-11-22,2023-11
USR_01426,2023-11-27,2023-11
USR_01427,2023-08-31,2023-08
USR_01428,2023-08-24,2023-08
USR_01429,2023-01-10,2023-01
USR_01430,2023-09-11,2023-09
USR_01431,2023-04-05,2023-04
USR_01432,2024-02-29,2024-02
USR_01433,2023-06-17,2023-06
USR_01434,2023-06-02,2023-06
USR_01435,2023-08-07,2023-08
USR_01438,2023-10-19,2023-10
USR_01439,2023-04-06,2023-04
USR_01440,2023-12-16,2023-12
USR_01441,2023-09-02,2023-09
USR_01442,2023-10-27,2023-10
USR_01443,2023-08-10,2023-08
USR_01445,2023-10-12,2023-10
USR_01446,2023-10-09,2023-10
USR_01447,2023-03-11,2023-03
USR_01449,2023-10-04,2023-10
USR_01450,2023-04-07,2023-04
USR_01451,2023-03-23,2023-03
USR_01452,2023-02-04,2023-02
USR_01453,2023-11-09,2023-11
USR_01455,2024-01-10,2024-01
USR_01456,2023-11-24,2023-11
USR_01457,2023-07-30,2023-07
USR_01458,2023-07-11,2023-07
USR_01459,2023-04-23,2023-04
USR_01460,2023-07-15,2023-07
USR_01461,2023-08-15,2023-08
USR_01462,2023-11-11,2023-11
USR_01463,2023-11-03,2023-11
USR_01464,2023-03-22,2023-03
USR_01465,2023-07-27,2023-07
USR_01466,2023-05-10,2023-05
USR_01469,2023-05-25,2023-05
USR_01470,2023-04-02,2023-04
USR_01471,2023-10-27,2023-10
USR_01472,2023-05-23,2023-05
USR_01473,2023-12-19,2023-12
USR_01474,2023-10-04,2023-10
USR_01475,2023-10-11,2023-10
USR_01476,2023-04-16,2023-04
USR_01477,2023-02-23,2023-02
USR_01480,2023-10-31,2023-10
USR_01482,2023-08-03,2023-08
USR_01483,2023-03-19,2023-03
USR_01485,2023-03-11,2023-03
USR_01488,2023-05-30,2023-05
USR_01489,2023-03-27,2023-03
USR_01490,2023-03-25,2023-03
USR_01491,2023-01-01,2023-01
USR_01492,2023-05-02,2023-05
USR_01493,2023-07-19,2023-07
USR_01494,2023-10-17,2023-10
USR_01495,2023-11-15,2023-11
USR_01496,2023-07-25,2023-07
USR_01497,2023-08-12,2023-08
USR_01498,2023-06-19,2023-06
USR_01499,2023-07-05,2023-07
USR_01500,2023-07-02,2023-07
USR_01501,2023-11-24,2023-11
USR_01502,2023-11-13,2023-11
USR_01503,2023-06-17,2023-06
USR_01504,2023-06-07,2023-06
USR_01505,2023-04-10,2023-04
USR_01506,2023-11-18,2023-11
USR_01507,2023-08-11,2023-08
USR_01508,2023-09-20,2023-09
USR_01513,2023-03-25,2023-03
USR_01514,2023-10-05,2023-10
USR_01517,2023-06-18,2023-06
USR_01518,2023-08-11,2023-08
USR_01519,2023-12-03,2023-12
USR_01520,2023-08-06,2023-08
USR_01522,2023-04-23,2023-04
USR_01523,2023-12-20,2023-12
USR_01524,2023-09-29,2023-09
USR_01525,2023-05-30,2023-05
USR_01526,2023-07-02,2023-07
USR_01527,2023-09-18,2023-09
USR_01528,2023-11-29,2023-11
USR_01530,2023-12-22,2023-12
USR_01531,2023-03-11,2023-03
USR_01532,2023-03-10,2023-03
USR_01533,2023-08-03,2023-08
USR_01535,2023-08-21,2023-08
USR_01536,2023-10-14,2023-10
USR_01537,2023-09-25,2023-09
USR_01538,2023-04-24,2023-04
USR_01539,2023-11-23,2023-11
USR_01540,2023-02-04,2023-02
USR_01541,2023-09-11,2023-09
USR_01542,2023-01-31,2023-01
USR_01543,2023-01-15,2023-01
USR_01544,2023-09-27,2023-09
USR_01545,2023-05-02,2023-05
USR_01546,2023-08-25,2023-08
USR_01547,2023-02-08,2023-02
USR_01548,2023-02-27,2023-02
USR_01550,2023-12-07,2023-12
USR_01551,2023-11-05,2023-11
USR_01552,2023-07-03,2023-07
USR_01554,2023-10-30,2023-10
USR_01557,2023-04-14,2023-04
USR_01559,2023-07-03,2023-07
USR_01560,2023-02-17,2023-02
USR_01562,2023-10-06,2023-10
USR_01564,2023-06-18,2023-06
USR_01566,2023-03-18,2023-03
USR_01567,2023-12-19,2023-12
USR_01568,2023-06-27,2023-06
USR_01569,2023-03-31,2023-03
USR_01570,2023-07-11,2023-07
USR_01571,2023-08-03,2023-08
USR_01572,2023-02-21,2023-02
USR_01573,2023-07-18,2023-07
USR_01574,2023-08-15,2023-08
USR_01575,2023-04-18,2023-04
USR_01576,2023-07-02,2023-07
USR_01579,2023-10-02,2023-10
USR_01580,2023-05-05,2023-05
USR_01581,2023-11-19,2023-11
USR_01582,2023-10-09,2023-10
USR_01584,2023-08-27,2023-08
USR_01585,2023-12-17,2023-12
USR_01586,2023-06-18,2023-06
USR_01587,2023-12-13,2023-12
USR_01589,2023-08-29,2023-08
USR_01590,2023-01-04,2023-01
USR_01591,2023-01-08,2023-01
USR_01592,2023-07-15,2023-07
USR_01593,2023-07-02,2023-07
USR_01594,2023-07-18,2023-07
USR_01595,2023-03-22,2023-03
USR_01596,2023-11-04,2023-11
USR_01597,2023-05-06,2023-05
USR_01598,2023-03-21,2023-03
USR_01599,2023-02-26,2023-02
USR_01600,2023-08-21,2023-08
USR_01601,2023-07-09,2023-07
USR_01602,2023-05-15,2023-05
USR_01604,2023-08-12,2023-08
USR_01606,2023-07-03,2023-07
USR_01608,2023-10-23,2023-10
USR_01609,2023-08-26,2023-08
USR_01610,2023-03-08,2023-03
USR_01611,2023-09-09,2023-09
USR_01612,2023-06-11,2023-06
USR_01613,2023-04-21,2023-04
USR_01614,2023-05-30,2023-05
USR_01615,2023-08-10,2023-08
USR_01616,2023-07-26,2023-07
USR_01617,2023-09-10,2023-09
USR_01618,2023-01-31,2023-01
USR_01620,2023-09-11,2023-09
USR_01621,2023-02-22,2023-02
USR_01622,2023-05-02,2023-05
USR_01623,2023-06-28,2023-06
USR_01624,2023-04-26,2023-04
USR_01625,2023-05-26,2023-05
USR_01627,2023-11-27,2023-11
USR_01628,2023-01-29,2023-01
USR_01629,2023-05-23,2023-05
USR_01630,2023-10-17,2023-10
USR_01631,2023-02-21,2023-02
USR_01633,2023-06-11,2023-06
USR_01634,2023-12-20,2023-12
USR_01635,2023-09-06,2023-09
USR_01637,2023-10-30,2023-10
USR_01638,2023-04-12,2023-04
USR_01639,2023-07-03,2023-07
USR_01640,2023-02-11,2023-02
USR_01641,2023-10-29,2023-10
USR_01642,2023-05-06,2023-05
USR_01643,2023-06-25,2023-06
USR_01644,2023-08-03,2023-08
USR_01645,2023-04-22,2023-04
USR_01646,2023-05-10,2023-05
USR_01647,2023-11-13,2023-11
USR_01648,2023-04-02,2023-04
USR_01649,2023-04-17,2023-04
USR_01650,2023-08-31,2023-08
USR_01651,2023-04-07,2023-04
USR_01652,2023-10-21,2023-10
USR_01653,2023-07-09,2023-07
USR_01654,2023-01-02,2023-01
USR_01655,2023-12-25,2023-12
USR_01656,2023-05-12,2023-05
USR_01657,2023-12-22,2023-12
USR_01658,2023-02-26,2023-02
USR_01659,2023-08-30,2023-08
USR_01664,2023-10-15,2023-10
USR_01666,2023-09-18,2023-09
USR_01667,2023-04-15,2023-04
USR_01670,2023-11-03,2023-11
USR_01672,2023-03-09,2023-03
USR_01673,2023-08-22,2023-08
USR_01674,2023-08-01,2023-08
USR_01676,2023-11-04,2023-11
USR_01677,2023-03-31,2023-03
USR_01678,2023-04-05,2023-04
USR_01680,2023-05-08,2023-05
USR_01682,2023-10-07,2023-10
USR_01683,2023-07-24,2023-07
USR_01686,2023-03-26,2023-03
USR_01688,2023-12-30,2023-12
USR_01689,2023-03-06,2023-03
USR_01690,2023-12-01,2023-12
USR_01691,2023-05-26,2023-05
USR_01692,2023-12-10,2023-12
USR_01695,2023-08-18,2023-08
USR_01696,2023-03-03,2023-03
USR_01699,2023-11-15,2023-11
USR_01700,2023-05-27,2023-05
USR_01701,2023-10-01,2023-10
USR_01702,2023-08-08,2023-08
USR_01703,2023-09-18,2023-09
USR_01705,2023-06-09,2023-06
USR_01706,2023-10-29,2023-10
USR_01707,2023-01-07,2023-01
USR_01708,2023-12-30,2023-12
USR_01709,2023-12-27,2023-12
USR_01710,2023-03-02,2023-03
USR_01712,2023-05-04,2023-05
USR_01714,2023-12-14,2023-12
USR_01715,2023-10-21,2023-10
USR_01716,2023-08-03,2023-08
USR_01718,2023-10-31,2023-10
USR_01719,2023-01-12,2023-01
USR_01720,2023-01-22,2023-01
USR_01723,2023-06-28,2023-06
USR_01725,2023-07-14,2023-07
USR_01726,2023-08-14,2023-08
USR_01727,2023-06-07,2023-06
USR_01728,2023-03-05,2023-03
USR_01729,2023-08-08,2023-08
USR_01730,2023-10-03,2023-10
USR_01731,2023-11-06,2023-11
USR_01732,2023-11-15,2023-11
USR_01733,2023-05-09,2023-05
USR_01734,2023-05-18,2023-05
USR_01736,2023-04-20,2023-04
USR_01739,2023-02-13,2023-02
USR_01740,2023-05-06,2023-05
USR_01743,2023-08-02,2023-08
USR_01744,2023-02-08,2023-02
USR_01749,2023-07-16,2023-07
USR_01751,2023-07-03,2023-07
USR_01752,2023-03-09,2023-03
USR_01754,2023-06-12,2023-06
USR_01755,2023-06-02,2023-06
USR_01756,2023-10-04,2023-10
USR_01757,2023-09-06,2023-09
USR_01760,2023-01-23,2023-01
USR_01761,2023-08-30,2023-08
USR_01763,2023-08-08,2023-08
USR_01764,2023-04-18,2023-04
USR_01767,2023-05-01,2023-05
USR_01770,2023-08-04,2023-08
USR_01771,2023-01-21,2023-01
USR_01773,2023-07-24,2023-07
USR_01774,2023-09-08,2023-09
USR_01775,2023-04-25,2023-04
USR_01776,2023-04-26,2023-04
USR_01777,2023-12-03,2023-12
USR_01778,2023-03-11,2023-03
USR_01779,2023-10-03,2023-10
USR_01780,2023-04-27,2023-04
USR_01781,2023-10-01,2023-10
USR_01782,2023-11-19,2023-11
USR_01783,2023-04-29,2023-04
USR_01787,2023-04-17,2023-04
USR_01788,2023-03-26,2023-03
USR_01789,2023-12-24,2023-12
USR_01790,2023-03-06,2023-03
USR_01791,2023-11-21,2023-11
USR_01792,2023-01-21,2023-01
USR_01793,2023-02-18,2023-02
USR_01794,2023-02-02,2023-02
USR_01795,2023-07-02,2023-07
USR_01797,2023-08-25,2023-08
USR_01798,2023-12-23,2023-12
USR_01800,2023-02-13,2023-02
USR_01801,2023-10-29,2023-10
USR_01802,2024-01-05,2024-01
USR_01803,2023-03-12,2023-03
USR_01804,2023-10-29,2023-10
USR_01805,2023-04-16,2023-04
USR_01806,2023-01-24,2023-01
USR_01808,2023-04-09,2023-04
USR_01809,2023-08-31,2023-08
USR_01811,2023-08-02,2023-08
USR_01812,2023-12-24,2023-12
USR_01814,2023-06-03,2023-06
USR_01817,2023-09-21,2023-09
USR_01818,2023-03-18,2023-03
USR_01820,2023-11-21,2023-11
USR_01821,2023-01-06,2023-01
USR_01822,2023-07-16,2023-07
USR_01823,2023-10-09,2023-10
USR_01824,2023-06-26,2023-06
USR_01826,2023-03-19,2023-03
USR_01827,2023-11-05,2023-11
USR_01828,2023-10-30,2023-10
USR_01829,2023-03-01,2023-03
USR_01830,2023-01-03,2023-01
USR_01832,2023-07-08,2023-07
USR_01833,2023-05-27,2023-05
USR_01834,2023-04-05,2023-04
USR_01835,2023-09-12,2023-09
USR_01838,2023-06-24,2023-06
USR_01839,2023-04-05,2023-04
USR_01840,2023-08-04,2023-08
USR_01841,2023-11-23,2023-11
USR_01842,2023-10-29,2023-10
USR_01843,2023-09-27,2023-09
USR_01844,2023-03-26,2023-03
USR_01845,2023-12-07,2023-12
USR_01846,2023-02-17,2023-02
USR_01847,2023-06-06,2023-06
USR_01848,2023-10-14,2023-10
USR_01849,2023-08-16,2023-08
USR_01850,2023-07-10,2023-07
USR_01851,2023-11-05,2023-11
USR_01852,2023-10-06,2023-10
USR_01854,2023-01-30,2023-01
USR_01855,2023-03-24,2023-03
USR_01856,2023-06-19,2023-06
USR_01857,2023-10-27,2023-10
USR_01858,2023-06-23,2023-06
USR_01859,2023-03-13,2023-03
USR_01860,2023-03-09,2023-03
USR_01861,2023-07-27,2023-07
USR_01862,2023-01-17,2023-01
USR_01863,2023-11-26,2023-11
USR_01864,2023-02-02,2023-02
USR_01865,2023-02-12,2023-02
USR_01867,2023-09-13,2023-09
USR_01868,2023-01-29,2023-01
USR_01869,2023-07-20,2023-07
USR_01870,2023-11-28,2023-11
USR_01871,2023-04-09,2023-04
USR_01872,2023-10-19,2023-10
USR_01874,2023-03-13,2023-03
USR_01875,2023-04-23,2023-04
USR_01876,2023-05-08,2023-05
USR_01878,2023-01-28,2023-01
USR_01879,2023-11-11,2023-11
USR_01880,2023-06-04,2023-06
USR_01881,2023-09-22,2023-09
USR_01883,2023-07-24,2023-07
USR_01884,2023-01-26,2023-01
USR_01886,2023-08-11,2023-08
USR_01887,2023-01-27,2023-01
USR_01889,2023-11-24,2023-11
USR_01890,2023-04-08,2023-04
USR_01891,2023-07-15,2023-07
USR_01892,2023-02-22,2023-02
USR_01893,2023-08-29,2023-08
USR_01894,2023-06-14,2023-06
USR_01895,2023-08-05,2023-08
USR_01896,2023-09-18,2023-09
USR_01898,2023-05-25,2023-05
USR_01899,2023-08-28,2023-08
USR_01900,2023-03-27,2023-03
USR_01903,2023-09-06,2023-09
USR_01904,2023-03-19,2023-03
USR_01906,2023-03-30,2023-03
USR_01907,2023-04-17,2023-04
USR_01908,2023-01-12,2023-01
USR_01910,2023-05-29,2023-05
USR_01911,2023-02-14,2023-02
USR_01913,2023-12-23,2023-12
USR_01915,2023-02-03,2023-02
USR_01916,2023-10-06,2023-10
USR_01917,2023-11-21,2023-11
USR_01918,2023-01-13,2023-01
USR_01919,2023-10-20,2023-10
USR_01921,2023-11-13,2023-11
USR_01922,2023-12-28,2023-12
USR_01923,2023-06-20,2023-06
USR_01924,2023-09-21,2023-09
USR_01925,2023-02-24,2023-02
USR_01927,2023-12-30,2023-12
USR_01928,2023-10-20,2023-10
USR_01929,2023-01-26,2023-01
USR_01931,2023-07-25,2023-07
USR_01932,2023-11-21,2023-11
USR_01933,2023-05-22,2023-05
USR_01934,2023-04-23,2023-04
USR_01935,2023-06-01,2023-06
USR_01938,2023-06-13,2023-06
USR_01940,2023-02-02,2023-02
USR_01941,2024-01-14,2024-01
USR_01943,2023-12-13,2023-12
USR_01944,2023-11-17,2023-11
USR_01945,2023-06-10,2023-06
USR_01946,2023-08-01,2023-08
USR_01947,2023-09-01,2023-09
USR_01948,2023-08-09,2023-08
USR_01949,2023-09-29,2023-09
USR_01950,2023-11-29,2023-11
USR_01951,2023-08-27,2023-08
USR_01953,2024-01-08,2024-01
USR_01954,2023-06-23,2023-06
USR_01956,2023-02-11,2023-02
USR_01957,2023-01-04,2023-01
USR_01958,2023-01-29,2023-01
USR_01959,2023-02-19,2023-02
USR_01963,2023-08-08,2023-08
USR_01964,2023-12-24,2023-12
USR_01965,2023-10-27,2023-10
USR_01966,2023-12-12,2023-12
USR_01967,2023-05-20,2023-05
USR_01968,2023-04-17,2023-04
USR_01971,2023-10-24,2023-10
USR_01973,2023-10-23,2023-10
USR_01974,2023-11-10,2023-11
USR_01975,2023-08-22,2023-08
USR_01976,2023-10-27,2023-10
USR_01978,2023-01-24,2023-01
USR_01979,2023-06-01,2023-06
USR_01980,2023-10-08,2023-10
USR_01981,2023-08-04,2023-08
USR_01984,2023-04-01,2023-04
USR_01985,2023-09-02,2023-09
USR_01986,2023-09-26,2023-09
USR_01987,2023-02-18,2023-02
USR_01989,2023-08-02,2023-08
USR_01991,2023-06-16,2023-06
USR_01992,2023-01-14,2023-01
USR_01993,2023-01-19,2023-01
USR_01994,2023-03-27,2023-03
USR_01995,2023-11-17,2023-11
USR_01996,2023-12-01,2023-12
USR_01997,2023-06-04,2023-06
USR_01998,2023-11-10,2023-11
USR_01999,2023-09-25,2023-09
USR_02000,2023-11-06,2023-11
