transaction_id,user_id,purchase_date,amount_inr,product,status,acquisition_channel,region,device,cohort_month,month
TXN_324682,USR_00496,2023-03-18,9905.51,Enterprise Plan,completed,Meta_Facebook,Central,tablet,2023-02,2023-03
TXN_838963,USR_00497,2023-06-10,2242.72,Pro Plan,completed,Google_Search,West,desktop,2023-06,2023-06
TXN_297955,USR_00498,2023-04-01,1664.77,One-Time Purchase,completed,Email,West,mobile,2023-04,2023-04
TXN_559337,USR_00499,2023-09-01,3457.85,One-Time Purchase,completed,Email,South,tablet,2023-09,2023-09
TXN_901968,USR_00500,2024-01-30,3707.44,One-Time Purchase,completed,Google_Search,North,tablet,2024-01,2024-01
TXN_613111,USR_00501,2023-12-16,806.77,One-Time Purchase,completed,TikTok,East,desktop,2023-12,2023-12
TXN_287795,USR_00502,2023-03-10,748.07,Basic Plan,completed,Google_Search,North,desktop,2023-03,2023-03
TXN_134455,USR_00505,2023-03-02,2379.01,One-Time Purchase,completed,Organic,West,mobile,2023-03,2023-03
TXN_611133,USR_00506,2023-06-05,1967.69,Pro Plan,completed,Meta_Facebook,West,mobile,2023-06,2023-06
TXN_631297,USR_00507,2023-12-04,2941.6,One-Time Purchase,completed,TikTok,Central,mobile,2023-12,2023-12
TXN_903702,USR_00507,2024-01-18,3198.62,One-Time Purchase,completed,TikTok,Central,desktop,2023-12,2024-01
TXN_465823,USR_00507,2024-02-27,563.1,Basic Plan,completed,TikTok,Central,tablet,2023-12,2024-02
TXN_461908,USR_00507,2024-04-24,6901.87,Enterprise Plan,completed,TikTok,Central,desktop,2023-12,2024-04
TXN_583298,USR_00508,2024-01-01,768.21,Basic Plan,completed,Meta_Facebook,South,tablet,2024-01,2024-01
TXN_698059,USR_00509,2023-08-04,991.88,Basic Plan,completed,Email,North,desktop,2023-08,2023-08
TXN_629152,USR_00511,2023-03-22,824.77,Basic Plan,completed,TikTok,North,desktop,2023-03,2023-03
TXN_804181,USR_00512,2023-06-10,8123.82,Enterprise Plan,completed,Meta_Facebook,West,tablet,2023-06,2023-06
TXN_882692,USR_00513,2024-03-10,993.4,One-Time Purchase,completed,TikTok,South,tablet,2024-03,2024-03
TXN_777424,USR_00514,2023-07-30,1553.59,One-Time Purchase,completed,Email,North,mobile,2023-07,2023-07
TXN_935762,USR_00515,2023-05-01,1786.87,Pro Plan,completed,Organic,South,desktop,2023-05,2023-05
TXN_311802,USR_00515,2023-06-19,2282.49,One-Time Purchase,completed,Organic,South,mobile,2023-05,2023-06
TXN_775591,USR_00516,2023-05-20,8292.35,Enterprise Plan,completed,Meta_Facebook,North,mobile,2023-05,2023-05
TXN_481088,USR_00517,2023-01-29,949.29,Basic Plan,completed,Google_Search,East,tablet,2023-01,2023-01
TXN_910749,USR_00518,2023-10-25,618.04,Basic Plan,completed,TikTok,East,desktop,2023-10,2023-10
TXN_387883,USR_00519,2023-07-19,1659.22,Pro Plan,completed,Meta_Facebook,West,desktop,2023-07,2023-07
TXN_833602,USR_00519,2023-09-03,744.18,Basic Plan,completed,Meta_Facebook,West,mobile,2023-07,2023-09
TXN_961264,USR_00520,2023-09-01,7375.11,Enterprise Plan,completed,Meta_Facebook,East,desktop,2023-09,2023-09
TXN_769986,USR_00521,2023-11-07,7762.64,Enterprise Plan,completed,Google_Search,North,tablet,2023-11,2023-11
TXN_367946,USR_00522,2023-12-17,2124.81,One-Time Purchase,completed,Google_Search,Central,desktop,2023-12,2023-12
TXN_964446,USR_00524,2023-09-09,4419.78,One-Time Purchase,completed,Organic,West,mobile,2023-09,2023-09
TXN_758816,USR_00525,2023-01-15,1503.61,Pro Plan,completed,Google_Search,South,desktop,2023-01,2023-01
TXN_573421,USR_00526,2023-02-26,4024.42,One-Time Purchase,completed,Meta_Facebook,South,desktop,2023-02,2023-02
TXN_188498,USR_00526,2023-03-26,8996.64,Enterprise Plan,completed,Meta_Facebook,South,desktop,2023-02,2023-03
TXN_374499,USR_00527,2023-01-12,986.06,Basic Plan,completed,TikTok,Central,tablet,2023-01,2023-01
TXN_193387,USR_00527,2023-02-11,3120.85,One-Time Purchase,completed,TikTok,Central,desktop,2023-01,2023-02
TXN_224269,USR_00528,2023-03-02,4187.11,One-Time Purchase,completed,Google_Search,Central,mobile,2023-03,2023-03
TXN_500633,USR_00528,2023-04-04,6438.81,Enterprise Plan,completed,Google_Search,Central,mobile,2023-03,2023-04
TXN_130170,USR_00529,2023-11-04,1146.74,One-Time Purchase,completed,Meta_Facebook,East,desktop,2023-11,2023-11
TXN_711218,USR_00529,2023-12-10,4563.44,One-Time Purchase,completed,Meta_Facebook,East,tablet,2023-11,2023-12
TXN_826687,USR_00529,2024-01-28,925.06,One-Time Purchase,completed,Meta_Facebook,East,desktop,2023-11,2024-01
TXN_154644,USR_00530,2023-12-29,546.64,Basic Plan,completed,Organic,Central,desktop,2023-12,2023-12
TXN_803869,USR_00530,2024-02-24,1720.78,One-Time Purchase,completed,Organic,Central,desktop,2023-12,2024-02
TXN_455652,USR_00531,2023-10-14,5848.33,Enterprise Plan,completed,Google_Search,Central,desktop,2023-10,2023-10
TXN_428486,USR_00531,2023-11-11,965.44,One-Time Purchase,completed,Google_Search,Central,mobile,2023-10,2023-11
TXN_642085,USR_00532,2023-05-24,8063.66,Enterprise Plan,completed,Email,West,desktop,2023-05,2023-05
TXN_341026,USR_00533,2023-06-11,593.46,Basic Plan,completed,Organic,South,mobile,2023-06,2023-06
TXN_221660,USR_00533,2023-07-03,2557.94,Pro Plan,completed,Organic,South,desktop,2023-06,2023-07
TXN_886365,USR_00534,2024-02-10,5902.27,Enterprise Plan,completed,TikTok,West,tablet,2024-02,2024-02
TXN_358114,USR_00535,2023-12-06,2123.63,Pro Plan,completed,TikTok,South,desktop,2023-12,2023-12
TXN_971051,USR_00537,2023-07-11,1542.31,Pro Plan,completed,TikTok,North,tablet,2023-07,2023-07
TXN_445429,USR_00537,2023-08-30,7970.02,Enterprise Plan,completed,TikTok,North,mobile,2023-07,2023-08
TXN_438869,USR_00538,2023-06-16,899.78,Basic Plan,completed,TikTok,South,mobile,2023-06,2023-06
TXN_286657,USR_00538,2023-07-10,733.99,One-Time Purchase,completed,TikTok,South,mobile,2023-06,2023-07
TXN_398776,USR_00538,2023-08-24,1743.41,Pro Plan,completed,TikTok,South,tablet,2023-06,2023-08
TXN_743687,USR_00540,2023-09-01,877.25,Basic Plan,completed,Email,Central,mobile,2023-09,2023-09
TXN_414985,USR_00542,2023-09-27,2354.57,One-Time Purchase,completed,TikTok,North,mobile,2023-09,2023-09
TXN_792956,USR_00543,2023-07-25,2240.19,One-Time Purchase,completed,Meta_Facebook,Central,tablet,2023-07,2023-07
TXN_894143,USR_00545,2023-01-24,7935.04,Enterprise Plan,completed,Google_Search,West,tablet,2023-01,2023-01
TXN_113950,USR_00546,2023-06-11,501.92,Basic Plan,completed,Email,South,mobile,2023-06,2023-06
TXN_955604,USR_00547,2023-09-04,1519.81,Pro Plan,completed,TikTok,West,mobile,2023-09,2023-09
TXN_874668,USR_00549,2023-03-17,582.05,Basic Plan,completed,Organic,West,tablet,2023-03,2023-03
TXN_409153,USR_00550,2023-08-16,3049.56,One-Time Purchase,completed,Organic,West,tablet,2023-08,2023-08
TXN_638292,USR_00552,2023-09-11,742.75,Basic Plan,completed,TikTok,Central,tablet,2023-09,2023-09
TXN_460550,USR_00554,2024-01-14,8630.05,Enterprise Plan,completed,Organic,West,desktop,2024-01,2024-01
TXN_858115,USR_00555,2023-04-29,915.45,One-Time Purchase,completed,TikTok,South,tablet,2023-04,2023-04
TXN_205805,USR_00556,2024-01-30,1733.47,Pro Plan,completed,Email,West,desktop,2024-01,2024-01
TXN_476215,USR_00556,2024-03-21,2334.25,Pro Plan,completed,Email,West,desktop,2024-01,2024-03
TXN_747561,USR_00557,2023-07-02,667.87,Basic Plan,completed,Meta_Facebook,South,mobile,2023-07,2023-07
TXN_906747,USR_00558,2023-03-03,9967.31,Enterprise Plan,completed,TikTok,South,mobile,2023-03,2023-03
TXN_631948,USR_00559,2023-08-13,910.81,Basic Plan,completed,Organic,North,mobile,2023-08,2023-08
TXN_868136,USR_00560,2023-04-16,3880.23,One-Time Purchase,completed,Email,South,mobile,2023-04,2023-04
TXN_357232,USR_00561,2023-06-21,4856.29,One-Time Purchase,completed,Meta_Facebook,North,desktop,2023-06,2023-06
TXN_849941,USR_00561,2023-08-01,1626.85,Pro Plan,completed,Meta_Facebook,North,desktop,2023-06,2023-08
TXN_533491,USR_00562,2023-05-06,1705.99,Pro Plan,completed,Meta_Facebook,Central,desktop,2023-05,2023-05
TXN_555157,USR_00563,2023-10-16,7007.25,Enterprise Plan,completed,Email,North,mobile,2023-10,2023-10
TXN_124559,USR_00567,2023-05-26,8784.23,Enterprise Plan,completed,Meta_Facebook,North,mobile,2023-05,2023-05
TXN_757446,USR_00568,2023-05-04,919.79,Basic Plan,completed,Email,West,tablet,2023-05,2023-05
TXN_196729,USR_00570,2024-02-19,4192.66,One-Time Purchase,completed,Organic,Central,mobile,2024-02,2024-02
TXN_716813,USR_00571,2023-09-01,8383.11,Enterprise Plan,completed,Meta_Facebook,West,tablet,2023-09,2023-09
TXN_867260,USR_00572,2023-05-16,3537.38,One-Time Purchase,completed,TikTok,West,desktop,2023-05,2023-05
TXN_235670,USR_00572,2023-06-15,2226.15,Pro Plan,completed,TikTok,West,tablet,2023-05,2023-06
TXN_489511,USR_00574,2023-02-26,760.39,Basic Plan,completed,Google_Search,East,desktop,2023-02,2023-02
TXN_249044,USR_00574,2023-04-10,430.5,One-Time Purchase,completed,Google_Search,East,tablet,2023-02,2023-04
TXN_291970,USR_00574,2023-05-26,9444.29,Enterprise Plan,completed,Google_Search,East,tablet,2023-02,2023-05
TXN_537859,USR_00574,2023-07-16,5336.82,Enterprise Plan,completed,Google_Search,East,desktop,2023-02,2023-07
TXN_455465,USR_00576,2023-03-18,1393.26,One-Time Purchase,completed,Email,North,tablet,2023-03,2023-03
TXN_969993,USR_00579,2023-12-04,8932.79,Enterprise Plan,completed,TikTok,South,tablet,2023-12,2023-12
TXN_124393,USR_00580,2023-10-24,3066.8,One-Time Purchase,completed,Organic,North,desktop,2023-10,2023-10
TXN_500567,USR_00580,2023-12-10,928.82,Basic Plan,completed,Organic,North,desktop,2023-10,2023-12
TXN_251030,USR_00580,2024-01-04,769.89,Basic Plan,completed,Organic,North,mobile,2023-10,2024-01
TXN_290272,USR_00581,2023-03-20,806.24,Basic Plan,completed,Email,West,mobile,2023-03,2023-03
TXN_439966,USR_00581,2023-04-12,659.02,Basic Plan,completed,Email,West,desktop,2023-03,2023-04
TXN_607690,USR_00582,2023-04-09,2898.67,One-Time Purchase,completed,Google_Search,South,mobile,2023-04,2023-04
TXN_920011,USR_00584,2023-08-17,2058.96,Pro Plan,completed,Google_Search,Central,mobile,2023-08,2023-08
TXN_860294,USR_00586,2023-06-19,3581.62,One-Time Purchase,completed,Google_Search,North,tablet,2023-06,2023-06
TXN_952262,USR_00589,2023-01-27,3458.56,One-Time Purchase,completed,Google_Search,South,desktop,2023-01,2023-01
TXN_345637,USR_00590,2023-05-11,9041.07,Enterprise Plan,completed,Organic,North,desktop,2023-05,2023-05
TXN_696746,USR_00590,2023-07-13,820.45,One-Time Purchase,completed,Organic,North,tablet,2023-05,2023-07
TXN_882209,USR_00591,2023-09-10,1597.04,Pro Plan,completed,Meta_Facebook,Central,mobile,2023-09,2023-09
TXN_772101,USR_00592,2023-01-12,308.19,One-Time Purchase,completed,TikTok,Central,tablet,2023-01,2023-01
TXN_619647,USR_00593,2023-06-15,839.09,Basic Plan,completed,Organic,West,desktop,2023-06,2023-06
TXN_304061,USR_00594,2023-04-25,1785.34,One-Time Purchase,completed,Google_Search,East,desktop,2023-04,2023-04
TXN_425903,USR_00595,2023-01-13,1794.32,Pro Plan,completed,Meta_Facebook,West,mobile,2023-01,2023-01
TXN_213079,USR_00596,2023-01-15,9201.54,Enterprise Plan,completed,Organic,West,desktop,2023-01,2023-01
TXN_750338,USR_00600,2023-12-04,2480.78,One-Time Purchase,completed,TikTok,North,tablet,2023-12,2023-12
TXN_716366,USR_00600,2023-12-30,726.04,Basic Plan,completed,TikTok,North,mobile,2023-12,2023-12
TXN_701056,USR_00600,2024-01-25,795.44,Basic Plan,completed,TikTok,North,mobile,2023-12,2024-01
TXN_163429,USR_00601,2023-07-01,1863.73,Pro Plan,completed,Organic,West,mobile,2023-07,2023-07
TXN_209940,USR_00605,2023-06-19,7092.48,Enterprise Plan,completed,TikTok,Central,desktop,2023-06,2023-06
TXN_946485,USR_00605,2023-09-08,3751.56,One-Time Purchase,completed,TikTok,Central,tablet,2023-06,2023-09
TXN_480441,USR_00605,2023-10-22,2738.13,Pro Plan,completed,TikTok,Central,mobile,2023-06,2023-10
TXN_206105,USR_00607,2023-06-06,1531.24,Pro Plan,completed,Meta_Facebook,East,mobile,2023-06,2023-06
TXN_419891,USR_00607,2023-07-04,668.19,Basic Plan,completed,Meta_Facebook,East,desktop,2023-06,2023-07
TXN_224249,USR_00608,2023-05-03,4427.42,One-Time Purchase,completed,Email,East,mobile,2023-05,2023-05
TXN_232601,USR_00610,2023-10-02,1578.89,Pro Plan,completed,Email,South,tablet,2023-10,2023-10
TXN_515131,USR_00612,2024-01-13,2177.12,Pro Plan,completed,Organic,West,mobile,2024-01,2024-01
TXN_888133,USR_00613,2023-07-13,7751.76,Enterprise Plan,completed,TikTok,South,mobile,2023-07,2023-07
TXN_587853,USR_00613,2023-08-20,6149.89,Enterprise Plan,completed,TikTok,South,tablet,2023-07,2023-08
TXN_485364,USR_00613,2023-10-18,2496.49,One-Time Purchase,completed,TikTok,South,desktop,2023-07,2023-10
TXN_378527,USR_00613,2023-11-27,588.78,Basic Plan,completed,TikTok,South,tablet,2023-07,2023-11
TXN_224348,USR_00614,2023-02-12,9632.03,Enterprise Plan,completed,Email,Central,mobile,2023-02,2023-02
TXN_395536,USR_00615,2023-06-04,5041.67,Enterprise Plan,completed,Email,South,desktop,2023-06,2023-06
TXN_457207,USR_00616,2023-12-13,3694.8,One-Time Purchase,completed,Google_Search,West,mobile,2023-12,2023-12
TXN_492901,USR_00617,2023-08-08,4307.84,One-Time Purchase,completed,Organic,South,mobile,2023-08,2023-08
TXN_819074,USR_00618,2023-06-06,6126.45,Enterprise Plan,completed,Google_Search,West,desktop,2023-06,2023-06
TXN_245893,USR_00618,2023-07-30,782.79,Basic Plan,completed,Google_Search,West,mobile,2023-06,2023-07
TXN_166803,USR_00619,2023-11-05,1258.76,One-Time Purchase,completed,TikTok,Central,tablet,2023-11,2023-11
TXN_770043,USR_00619,2023-12-19,663.42,Basic Plan,completed,TikTok,Central,desktop,2023-11,2023-12
TXN_397604,USR_00619,2024-02-03,954.67,Basic Plan,completed,TikTok,Central,mobile,2023-11,2024-02
TXN_442645,USR_00620,2023-09-26,7591.66,Enterprise Plan,completed,Google_Search,West,desktop,2023-09,2023-09
TXN_507888,USR_00621,2023-07-20,2546.78,One-Time Purchase,completed,Meta_Facebook,North,mobile,2023-07,2023-07
TXN_167077,USR_00622,2023-07-27,994.54,Basic Plan,completed,Organic,West,desktop,2023-07,2023-07
TXN_873105,USR_00623,2023-09-27,2473.67,One-Time Purchase,completed,Email,Central,mobile,2023-09,2023-09
TXN_747743,USR_00624,2023-08-22,2121.58,Pro Plan,completed,Email,East,tablet,2023-08,2023-08
TXN_512668,USR_00624,2023-10-08,2546.78,Pro Plan,completed,Email,East,tablet,2023-08,2023-10
TXN_628896,USR_00625,2023-04-22,5381.67,Enterprise Plan,completed,Organic,West,desktop,2023-04,2023-04
TXN_584617,USR_00625,2023-06-07,6035.86,Enterprise Plan,completed,Organic,West,mobile,2023-04,2023-06
TXN_139609,USR_00626,2023-02-07,4321.13,One-Time Purchase,completed,Organic,West,mobile,2023-02,2023-02
TXN_247068,USR_00626,2023-05-03,2569.37,Pro Plan,completed,Organic,West,desktop,2023-02,2023-05
TXN_562063,USR_00627,2023-04-28,837.69,Basic Plan,completed,Google_Search,Central,desktop,2023-04,2023-04
TXN_115267,USR_00629,2023-05-08,507.02,Basic Plan,completed,Email,South,desktop,2023-05,2023-05
TXN_211028,USR_00631,2023-04-08,866.78,One-Time Purchase,completed,TikTok,South,desktop,2023-04,2023-04
TXN_508091,USR_00631,2023-05-18,3372.77,One-Time Purchase,completed,TikTok,South,mobile,2023-04,2023-05
TXN_146073,USR_00631,2023-07-06,8248.72,Enterprise Plan,completed,TikTok,South,mobile,2023-04,2023-07
TXN_894029,USR_00634,2023-01-07,6180.98,Enterprise Plan,completed,Meta_Facebook,North,mobile,2023-01,2023-01
TXN_311824,USR_00634,2023-03-07,2060.79,Pro Plan,completed,Meta_Facebook,North,mobile,2023-01,2023-03
TXN_240789,USR_00635,2023-07-12,3773.5,One-Time Purchase,completed,Meta_Facebook,North,desktop,2023-07,2023-07
TXN_615524,USR_00637,2023-07-15,3258.98,One-Time Purchase,completed,TikTok,East,mobile,2023-07,2023-07
TXN_196216,USR_00637,2023-08-16,2906.41,Pro Plan,completed,TikTok,East,mobile,2023-07,2023-08
TXN_272132,USR_00638,2023-04-15,3706.45,One-Time Purchase,completed,Meta_Facebook,Central,tablet,2023-04,2023-04
TXN_399214,USR_00638,2023-05-17,2407.78,Pro Plan,completed,Meta_Facebook,Central,tablet,2023-04,2023-05
TXN_517589,USR_00639,2023-08-18,974.51,Basic Plan,completed,Meta_Facebook,East,desktop,2023-08,2023-08
TXN_895720,USR_00639,2023-11-06,2307.77,One-Time Purchase,completed,Meta_Facebook,East,desktop,2023-08,2023-11
TXN_493370,USR_00640,2023-10-11,1736.48,One-Time Purchase,completed,Meta_Facebook,East,tablet,2023-10,2023-10
TXN_305222,USR_00640,2023-12-08,5682.28,Enterprise Plan,completed,Meta_Facebook,East,mobile,2023-10,2023-12
TXN_513820,USR_00640,2024-01-09,7456.27,Enterprise Plan,completed,Meta_Facebook,East,tablet,2023-10,2024-01
TXN_503519,USR_00641,2023-06-07,995.24,Basic Plan,completed,TikTok,North,tablet,2023-06,2023-06
TXN_952624,USR_00642,2023-07-08,1862.53,Pro Plan,completed,Google_Search,West,desktop,2023-07,2023-07
TXN_516983,USR_00643,2023-02-14,821.2,Basic Plan,completed,Meta_Facebook,East,tablet,2023-02,2023-02
TXN_825443,USR_00644,2023-02-11,2743.62,Pro Plan,completed,TikTok,South,desktop,2023-02,2023-02
TXN_276578,USR_00646,2023-06-26,3584.34,One-Time Purchase,completed,Meta_Facebook,East,desktop,2023-06,2023-06
TXN_307639,USR_00646,2023-09-01,5931.0,Enterprise Plan,completed,Meta_Facebook,East,desktop,2023-06,2023-09
TXN_496077,USR_00648,2023-07-29,1618.71,Pro Plan,completed,Organic,Central,mobile,2023-07,2023-07
TXN_608763,USR_00648,2023-09-04,791.82,Basic Plan,completed,Organic,Central,tablet,2023-07,2023-09
TXN_201546,USR_00649,2023-02-21,831.66,Basic Plan,completed,Google_Search,North,mobile,2023-02,2023-02
TXN_733729,USR_00650,2023-07-12,2523.19,One-Time Purchase,completed,TikTok,Central,desktop,2023-07,2023-07
TXN_478756,USR_00650,2023-08-22,9996.23,Enterprise Plan,completed,TikTok,Central,tablet,2023-07,2023-08
TXN_945435,USR_00650,2023-10-06,986.65,Basic Plan,completed,TikTok,Central,mobile,2023-07,2023-10
TXN_833232,USR_00651,2023-12-24,933.5,Basic Plan,completed,Organic,South,mobile,2023-12,2023-12
TXN_769068,USR_00652,2023-07-08,3402.07,One-Time Purchase,completed,Organic,Central,desktop,2023-07,2023-07
TXN_972786,USR_00653,2023-06-11,4044.06,One-Time Purchase,completed,Email,West,tablet,2023-06,2023-06
TXN_405110,USR_00656,2023-07-13,1834.33,Pro Plan,completed,Organic,Central,mobile,2023-07,2023-07
TXN_700665,USR_00656,2023-08-09,2615.93,Pro Plan,completed,Organic,Central,desktop,2023-07,2023-08
TXN_988268,USR_00657,2023-07-14,794.03,Basic Plan,completed,TikTok,North,desktop,2023-07,2023-07
TXN_644998,USR_00657,2023-08-30,8986.59,Enterprise Plan,completed,TikTok,North,tablet,2023-07,2023-08
TXN_977885,USR_00658,2023-02-24,5722.5,Enterprise Plan,completed,Organic,North,mobile,2023-02,2023-02
TXN_626781,USR_00659,2023-03-17,798.44,Basic Plan,completed,TikTok,East,tablet,2023-03,2023-03
TXN_619071,USR_00659,2023-04-13,3265.06,One-Time Purchase,completed,TikTok,East,desktop,2023-03,2023-04
TXN_465226,USR_00660,2023-05-17,7111.19,Enterprise Plan,completed,Google_Search,South,desktop,2023-05,2023-05
TXN_835165,USR_00660,2023-07-01,6410.82,Enterprise Plan,completed,Google_Search,South,tablet,2023-05,2023-07
TXN_319955,USR_00661,2023-03-25,1667.08,One-Time Purchase,completed,TikTok,South,mobile,2023-03,2023-03
TXN_812449,USR_00662,2023-01-05,2063.83,Pro Plan,completed,Email,Central,mobile,2023-01,2023-01
TXN_223047,USR_00662,2023-01-28,1143.27,One-Time Purchase,completed,Email,Central,tablet,2023-01,2023-01
TXN_356902,USR_00663,2023-11-29,2439.46,Pro Plan,completed,Email,Central,mobile,2023-11,2023-11
TXN_485166,USR_00664,2023-12-10,8160.67,Enterprise Plan,completed,Google_Search,West,mobile,2023-12,2023-12
TXN_512925,USR_00666,2023-02-20,4119.48,One-Time Purchase,completed,Email,North,tablet,2023-02,2023-02
TXN_289440,USR_00667,2023-09-29,2947.52,Pro Plan,completed,Organic,North,tablet,2023-09,2023-09
TXN_141044,USR_00667,2023-10-30,4061.41,One-Time Purchase,completed,Organic,North,mobile,2023-09,2023-10
TXN_188720,USR_00668,2023-10-22,9256.25,Enterprise Plan,completed,Meta_Facebook,South,mobile,2023-10,2023-10
TXN_828866,USR_00669,2023-06-03,956.32,One-Time Purchase,completed,Google_Search,Central,desktop,2023-06,2023-06
TXN_348617,USR_00670,2023-06-30,830.31,Basic Plan,completed,TikTok,Central,mobile,2023-06,2023-06
TXN_177971,USR_00670,2023-09-27,2592.66,Pro Plan,completed,TikTok,Central,tablet,2023-06,2023-09
TXN_366526,USR_00670,2023-11-02,2099.09,Pro Plan,completed,TikTok,Central,tablet,2023-06,2023-11
TXN_763874,USR_00671,2023-08-06,813.78,Basic Plan,completed,Meta_Facebook,Central,tablet,2023-08,2023-08
TXN_926051,USR_00672,2023-10-16,4160.37,One-Time Purchase,completed,TikTok,Central,desktop,2023-10,2023-10
TXN_657286,USR_00672,2023-11-29,1615.29,Pro Plan,completed,TikTok,Central,mobile,2023-10,2023-11
TXN_386939,USR_00673,2023-06-18,5730.65,Enterprise Plan,completed,Google_Search,East,mobile,2023-06,2023-06
TXN_920755,USR_00673,2023-07-14,2066.95,Pro Plan,completed,Google_Search,East,mobile,2023-06,2023-07
TXN_678333,USR_00674,2023-06-06,8501.28,Enterprise Plan,completed,TikTok,West,desktop,2023-06,2023-06
TXN_289448,USR_00674,2023-08-03,584.37,Basic Plan,completed,TikTok,West,desktop,2023-06,2023-08
TXN_109958,USR_00675,2023-12-14,3082.86,One-Time Purchase,completed,TikTok,Central,tablet,2023-12,2023-12
TXN_420509,USR_00677,2023-09-19,1956.78,Pro Plan,completed,Organic,South,desktop,2023-09,2023-09
TXN_188693,USR_00678,2023-11-21,581.56,Basic Plan,completed,Google_Search,North,tablet,2023-11,2023-11
TXN_543256,USR_00681,2023-04-26,2269.53,Pro Plan,completed,Meta_Facebook,North,desktop,2023-04,2023-04
TXN_102342,USR_00681,2023-07-06,1678.66,One-Time Purchase,completed,Meta_Facebook,North,tablet,2023-04,2023-07
TXN_160289,USR_00682,2023-04-22,4493.72,One-Time Purchase,completed,Email,Central,desktop,2023-04,2023-04
TXN_466709,USR_00683,2023-01-04,6768.46,Enterprise Plan,completed,TikTok,West,tablet,2023-01,2023-01
TXN_307140,USR_00683,2023-02-04,549.67,Basic Plan,completed,TikTok,West,mobile,2023-01,2023-02
TXN_662484,USR_00684,2023-05-09,6821.48,Enterprise Plan,completed,Organic,North,desktop,2023-05,2023-05
TXN_476687,USR_00685,2023-12-03,8734.46,Enterprise Plan,completed,Organic,South,tablet,2023-12,2023-12
TXN_541508,USR_00685,2024-01-04,5200.28,Enterprise Plan,completed,Organic,South,tablet,2023-12,2024-01
TXN_263097,USR_00686,2023-05-19,895.36,Basic Plan,completed,Meta_Facebook,West,desktop,2023-05,2023-05
TXN_550536,USR_00686,2023-07-10,1577.06,Pro Plan,completed,Meta_Facebook,West,tablet,2023-05,2023-07
TXN_864672,USR_00687,2023-05-29,1463.41,One-Time Purchase,completed,Email,West,tablet,2023-05,2023-05
TXN_301512,USR_00688,2023-09-06,2100.92,Pro Plan,completed,Meta_Facebook,West,mobile,2023-09,2023-09
TXN_527082,USR_00689,2023-08-07,931.18,Basic Plan,completed,Google_Search,Central,tablet,2023-08,2023-08
TXN_775149,USR_00690,2023-04-29,587.34,One-Time Purchase,completed,Meta_Facebook,East,mobile,2023-04,2023-04
TXN_846151,USR_00690,2023-06-07,6401.78,Enterprise Plan,completed,Meta_Facebook,East,desktop,2023-04,2023-06
TXN_154662,USR_00690,2023-07-12,589.88,Basic Plan,completed,Meta_Facebook,East,tablet,2023-04,2023-07
TXN_816137,USR_00691,2023-09-09,547.44,Basic Plan,completed,Email,East,tablet,2023-09,2023-09
TXN_191468,USR_00691,2023-11-19,6049.17,Enterprise Plan,completed,Email,East,mobile,2023-09,2023-11
TXN_178516,USR_00692,2023-11-05,2555.99,Pro Plan,completed,Google_Search,North,tablet,2023-11,2023-11
TXN_659475,USR_00692,2024-01-03,4950.33,One-Time Purchase,completed,Google_Search,North,tablet,2023-11,2024-01
TXN_267775,USR_00695,2023-09-05,6033.62,Enterprise Plan,completed,Organic,Central,tablet,2023-09,2023-09
TXN_410759,USR_00696,2023-04-22,6516.05,Enterprise Plan,completed,TikTok,North,tablet,2023-04,2023-04
TXN_391248,USR_00697,2023-03-29,5194.45,Enterprise Plan,completed,Meta_Facebook,North,mobile,2023-03,2023-03
TXN_741185,USR_00698,2023-03-08,8609.4,Enterprise Plan,completed,Meta_Facebook,South,desktop,2023-03,2023-03
TXN_285320,USR_00699,2023-06-16,2594.72,Pro Plan,completed,Google_Search,North,desktop,2023-06,2023-06
TXN_313824,USR_00700,2023-11-21,1336.0,One-Time Purchase,completed,TikTok,Central,tablet,2023-11,2023-11
TXN_198242,USR_00701,2023-07-22,2031.61,One-Time Purchase,completed,Meta_Facebook,West,desktop,2023-07,2023-07
TXN_864915,USR_00701,2023-08-22,1782.29,Pro Plan,completed,Meta_Facebook,West,mobile,2023-07,2023-08
TXN_820756,USR_00701,2023-09-29,2826.88,Pro Plan,completed,Meta_Facebook,West,tablet,2023-07,2023-09
TXN_776456,USR_00701,2023-10-31,712.2,Basic Plan,completed,Meta_Facebook,West,desktop,2023-07,2023-10
TXN_215380,USR_00702,2023-02-21,687.94,Basic Plan,completed,TikTok,South,mobile,2023-02,2023-02
TXN_207548,USR_00705,2023-11-18,550.41,Basic Plan,completed,TikTok,North,tablet,2023-11,2023-11
TXN_254535,USR_00706,2023-08-01,612.34,Basic Plan,completed,Meta_Facebook,North,desktop,2023-08,2023-08
TXN_474664,USR_00706,2023-10-29,611.26,Basic Plan,completed,Meta_Facebook,North,mobile,2023-08,2023-10
TXN_728738,USR_00707,2023-07-04,2141.94,Pro Plan,completed,Google_Search,North,mobile,2023-07,2023-07
TXN_465308,USR_00707,2023-08-20,8122.79,Enterprise Plan,completed,Google_Search,North,mobile,2023-07,2023-08
TXN_915565,USR_00708,2023-12-05,929.86,Basic Plan,completed,Email,East,tablet,2023-12,2023-12
TXN_954222,USR_00708,2024-01-03,2398.47,One-Time Purchase,completed,Email,East,mobile,2023-12,2024-01
