user_id,total_revenue,total_orders,average_order_value,purchase_frequency,CLTV
USR_00738,543.82,1,543.82,1,543.82
USR_00740,6870.719999999999,2,3435.36,2,6870.72
USR_00742,1435.61,1,1435.61,1,1435.61
USR_00743,2103.68,1,2103.68,1,2103.68
USR_00744,1330.53,2,665.26,2,1330.52
USR_00746,552.54,1,552.54,1,552.54
USR_00747,2689.35,2,1344.68,2,2689.36
USR_00750,3662.18,2,1831.09,2,3662.18
USR_00751,1874.14,1,1874.14,1,1874.14
USR_00753,8075.599999999999,2,4037.8,2,8075.6
USR_00754,606.59,1,606.59,1,606.59
USR_00755,1631.99,1,1631.99,1,1631.99
USR_00756,1792.58,1,1792.58,1,1792.58
USR_00757,561.05,1,561.05,1,561.05
USR_00758,667.69,1,667.69,1,667.69
USR_00759,8767.46,1,8767.46,1,8767.46
USR_00760,1506.31,2,753.16,2,1506.32
USR_00761,972.57,1,972.57,1,972.57
USR_00762,862.54,1,862.54,1,862.54
USR_00763,3406.96,1,3406.96,1,3406.96
USR_00764,582.25,1,582.25,1,582.25
USR_00766,3009.5600000000004,2,1504.78,2,3009.56
USR_00767,3368.47,2,1684.24,2,3368.48
USR_00768,7388.13,3,2462.71,3,7388.13
USR_00769,812.17,1,812.17,1,812.17
USR_00770,4823.15,2,2411.57,2,4823.14
USR_00771,582.32,1,582.32,1,582.32
USR_00772,13227.77,3,4409.26,3,13227.78
USR_00774,7292.75,1,7292.75,1,7292.75
USR_00776,595.92,1,595.92,1,595.92
USR_00777,16096.259999999998,2,8048.13,2,16096.26
USR_00778,13681.41,4,3420.35,4,13681.4
USR_00780,3049.56,1,3049.56,1,3049.56
USR_00782,4013.54,2,2006.77,2,4013.54
USR_00783,7137.35,1,7137.35,1,7137.35
USR_00785,2103.41,1,2103.41,1,2103.41
USR_00786,7970.7,1,7970.7,1,7970.7
USR_00788,8594.71,1,8594.71,1,8594.71
USR_00789,2894.27,2,1447.14,2,2894.28
USR_00791,2557.19,1,2557.19,1,2557.19
USR_00792,1362.96,2,681.48,2,1362.96
USR_00793,7296.41,1,7296.41,1,7296.41
USR_00795,1643.81,1,1643.81,1,1643.81
USR_00796,8836.62,2,4418.31,2,8836.62
USR_00797,1792.58,1,1792.58,1,1792.58
USR_00798,2838.94,1,2838.94,1,2838.94
USR_00799,2354.56,1,2354.56,1,2354.56
USR_00800,3238.71,1,3238.71,1,3238.71
USR_00802,935.22,1,935.22,1,935.22
USR_00803,8265.16,1,8265.16,1,8265.16
USR_00806,1531.16,1,1531.16,1,1531.16
USR_00807,692.56,1,692.56,1,692.56
USR_00808,1565.66,2,782.83,2,1565.66
USR_00809,2717.93,1,2717.93,1,2717.93
USR_00811,10314.5,2,5157.25,2,10314.5
USR_00813,600.78,1,600.78,1,600.78
USR_00814,748.45,1,748.45,1,748.45
USR_00815,5766.75,2,2883.38,2,5766.76
USR_00818,3803.48,1,3803.48,1,3803.48
USR_00819,7854.41,1,7854.41,1,7854.41
USR_00820,380.15,1,380.15,1,380.15
USR_00821,6296.7,1,6296.7,1,6296.7
USR_00822,1774.1399999999999,2,887.07,2,1774.14
USR_00825,2866.81,1,2866.81,1,2866.81
USR_00826,976.59,1,976.59,1,976.59
USR_00828,1992.03,1,1992.03,1,1992.03
USR_00830,2353.01,1,2353.01,1,2353.01
USR_00831,6706.86,1,6706.86,1,6706.86
USR_00832,11594.98,4,2898.74,4,11594.96
USR_00833,795.78,1,795.78,1,795.78
USR_00835,19371.45,3,6457.15,3,19371.45
USR_00836,743.18,1,743.18,1,743.18
USR_00837,4302.530000000001,2,2151.27,2,4302.54
USR_00838,2259.59,1,2259.59,1,2259.59
USR_00840,2378.52,1,2378.52,1,2378.52
USR_00842,9202.46,1,9202.46,1,9202.46
USR_00843,5481.67,1,5481.67,1,5481.67
USR_00844,2196.1,1,2196.1,1,2196.1
USR_00845,4113.72,2,2056.86,2,4113.72
USR_00847,974.14,1,974.14,1,974.14
USR_00848,758.32,1,758.32,1,758.32
USR_00849,6656.51,1,6656.51,1,6656.51
USR_00850,4018.31,1,4018.31,1,4018.31
USR_00852,6369.25,1,6369.25,1,6369.25
USR_00853,9219.28,2,4609.64,2,9219.28
USR_00854,697.67,1,697.67,1,697.67
USR_00855,2650.48,2,1325.24,2,2650.48
USR_00856,8701.56,1,8701.56,1,8701.56
USR_00858,4167.6,2,2083.8,2,4167.6
USR_00859,7818.05,1,7818.05,1,7818.05
USR_00860,3474.62,3,1158.21,3,3474.63
USR_00862,6835.37,1,6835.37,1,6835.37
USR_00863,864.33,1,864.33,1,864.33
USR_00864,2982.63,1,2982.63,1,2982.63
USR_00865,660.67,1,660.67,1,660.67
USR_00866,9192.25,1,9192.25,1,9192.25
USR_00867,2602.44,1,2602.44,1,2602.44
USR_00869,1507.42,1,1507.42,1,1507.42
USR_00871,930.59,1,930.59,1,930.59
USR_00872,518.1,1,518.1,1,518.1
USR_00873,19403.7,2,9701.85,2,19403.7
USR_00875,636.76,1,636.76,1,636.76
USR_00876,1439.49,2,719.74,2,1439.48
USR_00877,7068.91,1,7068.91,1,7068.91
USR_00878,1968.22,1,1968.22,1,1968.22
USR_00879,5452.79,1,5452.79,1,5452.79
USR_00880,3529.05,2,1764.52,2,3529.04
USR_00881,1877.86,1,1877.86,1,1877.86
USR_00882,2300.7,1,2300.7,1,2300.7
USR_00883,8941.85,1,8941.85,1,8941.85
USR_00884,8637.66,3,2879.22,3,8637.66
USR_00885,3618.25,1,3618.25,1,3618.25
USR_00887,2052.7,1,2052.7,1,2052.7
USR_00888,4462.76,3,1487.59,3,4462.77
USR_00889,4351.53,2,2175.76,2,4351.52
USR_00890,800.82,1,800.82,1,800.82
USR_00891,7996.26,2,3998.13,2,7996.26
USR_00892,8668.5,2,4334.25,2,8668.5
USR_00893,1467.55,1,1467.55,1,1467.55
USR_00894,6725.93,1,6725.93,1,6725.93
USR_00895,662.29,1,662.29,1,662.29
USR_00897,3638.87,3,1212.96,3,3638.88
USR_00898,1526.11,1,1526.11,1,1526.11
USR_00899,9239.31,2,4619.66,2,9239.32
USR_00902,6444.49,2,3222.24,2,6444.48
USR_00904,2787.58,1,2787.58,1,2787.58
USR_00905,5015.69,1,5015.69,1,5015.69
USR_00908,602.5,1,602.5,1,602.5
USR_00909,10199.44,2,5099.72,2,10199.44
USR_00910,2958.85,2,1479.42,2,2958.84
USR_00911,11593.9,2,5796.95,2,11593.9
USR_00913,2959.9700000000003,2,1479.98,2,2959.96
USR_00914,1508.34,1,1508.34,1,1508.34
USR_00915,7615.69,1,7615.69,1,7615.69
USR_00916,833.37,1,833.37,1,833.37
USR_00918,2599.01,1,2599.01,1,2599.01
USR_00919,3242.55,2,1621.28,2,3242.56
USR_00920,624.87,1,624.87,1,624.87
USR_00922,2230.37,1,2230.37,1,2230.37
USR_00923,3449.9,2,1724.95,2,3449.9
USR_00925,2898.27,1,2898.27,1,2898.27
USR_00926,983.34,1,983.34,1,983.34
USR_00927,9161.76,1,9161.76,1,9161.76
USR_00928,6379.23,1,6379.23,1,6379.23
USR_00930,11154.11,2,5577.06,2,11154.12
USR_00931,1677.79,1,1677.79,1,1677.79
USR_00932,5080.01,1,5080.01,1,5080.01
USR_00934,3166.15,1,3166.15,1,3166.15
USR_00936,2698.12,2,1349.06,2,2698.12
USR_00937,1782.27,1,1782.27,1,1782.27
USR_00938,3013.0499999999997,2,1506.52,2,3013.04
USR_00940,9708.55,2,4854.27,2,9708.54
USR_00941,374.88,1,374.88,1,374.88
USR_00943,6935.18,2,3467.59,2,6935.18
USR_00944,3020.1400000000003,2,1510.07,2,3020.14
USR_00945,890.63,1,890.63,1,890.63
USR_00946,2291.4700000000003,2,1145.74,2,2291.48
USR_00947,7234.05,2,3617.02,2,7234.04
USR_00948,1838.34,1,1838.34,1,1838.34
USR_00950,3489.76,2,1744.88,2,3489.76
USR_00951,2734.6800000000003,2,1367.34,2,2734.68
USR_00952,10385.76,3,3461.92,3,10385.76
USR_00953,2548.34,2,1274.17,2,2548.34
USR_00954,10062.880000000001,3,3354.29,3,10062.87
USR_00955,8779.86,2,4389.93,2,8779.86
USR_00956,8801.92,1,8801.92,1,8801.92
USR_00957,4237.49,1,4237.49,1,4237.49
USR_00958,3863.76,1,3863.76,1,3863.76
USR_00959,4231.53,1,4231.53,1,4231.53
USR_00960,3977.02,2,1988.51,2,3977.02
USR_00961,496.88,1,496.88,1,496.88
USR_00962,3674.96,1,3674.96,1,3674.96
USR_00963,8936.64,2,4468.32,2,8936.64
USR_00964,1913.95,1,1913.95,1,1913.95
USR_00966,7813.700000000001,2,3906.85,2,7813.7
USR_00968,924.25,1,924.25,1,924.25
USR_00969,8706.38,3,2902.13,3,8706.39
USR_00971,4854.26,2,2427.13,2,4854.26
USR_00972,8473.19,2,4236.6,2,8473.2
USR_00973,1695.81,2,847.9,2,1695.8
USR_00975,7936.24,1,7936.24,1,7936.24
USR_00976,2968.67,1,2968.67,1,2968.67
USR_00978,1642.79,1,1642.79,1,1642.79
USR_00979,7479.23,3,2493.08,3,7479.24
USR_00980,4381.13,3,1460.38,3,4381.14
USR_00982,2017.5500000000002,2,1008.78,2,2017.56
USR_00983,1922.84,1,1922.84,1,1922.84
USR_00984,686.23,1,686.23,1,686.23
USR_00988,6615.540000000001,2,3307.77,2,6615.54
USR_00989,6267.41,2,3133.7,2,6267.4
USR_00990,1604.79,1,1604.79,1,1604.79
USR_00991,1556.05,1,1556.05,1,1556.05
USR_00992,7189.54,1,7189.54,1,7189.54
USR_00993,3634.7400000000002,2,1817.37,2,3634.74
USR_00994,2401.49,1,2401.49,1,2401.49
USR_00995,2733.82,1,2733.82,1,2733.82
USR_00996,5261.929999999999,3,1753.98,3,5261.94
USR_00997,15312.51,3,5104.17,3,15312.51
USR_00998,6039.5,1,6039.5,1,6039.5
USR_00999,9504.62,2,4752.31,2,9504.62
USR_01000,2416.55,2,1208.28,2,2416.56
USR_01002,503.33,1,503.33,1,503.33
USR_01003,9202.39,1,9202.39,1,9202.39
USR_01005,1668.93,2,834.46,2,1668.92
USR_01006,8385.87,1,8385.87,1,8385.87
USR_01008,1796.27,1,1796.27,1,1796.27
USR_01009,1885.33,1,1885.33,1,1885.33
USR_01010,866.32,1,866.32,1,866.32
USR_01012,1622.71,1,1622.71,1,1622.71
USR_01013,2708.34,1,2708.34,1,2708.34
USR_01014,2667.32,1,2667.32,1,2667.32
USR_01015,3264.71,1,3264.71,1,3264.71
USR_01016,1636.56,1,1636.56,1,1636.56
USR_01017,538.78,1,538.78,1,538.78
USR_01018,2771.92,1,2771.92,1,2771.92
USR_01019,8545.03,2,4272.52,2,8545.04
USR_01021,7047.66,1,7047.66,1,7047.66
USR_01022,2271.11,1,2271.11,1,2271.11
USR_01024,1003.53,1,1003.53,1,1003.53
USR_01025,4853.77,1,4853.77,1,4853.77
USR_01026,10008.27,2,5004.14,2,10008.28
USR_01028,1455.72,1,1455.72,1,1455.72
USR_01029,8490.65,1,8490.65,1,8490.65
USR_01030,2231.88,1,2231.88,1,2231.88
USR_01031,4716.56,2,2358.28,2,4716.56
USR_01034,8573.470000000001,3,2857.82,3,8573.46
USR_01035,9261.93,2,4630.96,2,9261.92
USR_01037,8064.41,1,8064.41,1,8064.41
USR_01038,2244.01,1,2244.01,1,2244.01
USR_01039,876.33,1,876.33,1,876.33
USR_01040,2171.75,1,2171.75,1,2171.75
USR_01041,3320.13,2,1660.06,2,3320.12
USR_01042,1843.26,1,1843.26,1,1843.26
USR_01043,2094.77,1,2094.77,1,2094.77
USR_01044,10539.0,2,5269.5,2,10539.0
USR_01045,2599.17,2,1299.58,2,2599.16
USR_01046,3127.52,1,3127.52,1,3127.52
USR_01048,525.77,1,525.77,1,525.77
USR_01049,647.73,1,647.73,1,647.73
USR_01050,1711.8400000000001,2,855.92,2,1711.84
USR_01051,3485.69,1,3485.69,1,3485.69
USR_01052,978.71,1,978.71,1,978.71
USR_01053,9814.95,1,9814.95,1,9814.95
USR_01054,798.02,1,798.02,1,798.02
USR_01055,4921.51,1,4921.51,1,4921.51
USR_01056,12256.470000000001,2,6128.24,2,12256.48
USR_01057,2964.85,1,2964.85,1,2964.85
USR_01058,8658.27,1,8658.27,1,8658.27
USR_01059,4378.13,2,2189.06,2,4378.12
USR_01060,514.55,1,514.55,1,514.55
USR_01061,11483.61,2,5741.8,2,11483.6
USR_01062,4890.96,1,4890.96,1,4890.96
USR_01064,1484.13,1,1484.13,1,1484.13
USR_01065,460.41,1,460.41,1,460.41
USR_01066,848.11,1,848.11,1,848.11
USR_01067,814.47,1,814.47,1,814.47
USR_01070,2918.22,1,2918.22,1,2918.22
USR_01071,1195.1,2,597.55,2,1195.1
USR_01072,9400.92,1,9400.92,1,9400.92
USR_01073,2549.05,1,2549.05,1,2549.05
USR_01074,2790.78,1,2790.78,1,2790.78
USR_01075,7030.96,1,7030.96,1,7030.96
USR_01076,8335.91,2,4167.96,2,8335.92
USR_01078,624.8,1,624.8,1,624.8
USR_01079,9860.7,1,9860.7,1,9860.7
USR_01080,2651.47,1,2651.47,1,2651.47
USR_01082,3342.2599999999998,2,1671.13,2,3342.26
USR_01083,4534.43,3,1511.48,3,4534.44
USR_01084,6419.94,1,6419.94,1,6419.94
USR_01087,1337.58,1,1337.58,1,1337.58
USR_01088,5219.400000000001,2,2609.7,2,5219.4
USR_01089,3149.8,1,3149.8,1,3149.8
USR_01090,1825.89,1,1825.89,1,1825.89
USR_01091,693.43,1,693.43,1,693.43
USR_01092,6740.15,1,6740.15,1,6740.15
USR_01093,1633.96,1,1633.96,1,1633.96
USR_01094,2984.55,3,994.85,3,2984.55
USR_01095,4505.13,1,4505.13,1,4505.13
USR_01096,1867.47,1,1867.47,1,1867.47
USR_01097,933.26,1,933.26,1,933.26
USR_01098,7311.03,1,7311.03,1,7311.03
USR_01099,937.75,1,937.75,1,937.75
USR_01101,16580.84,3,5526.95,3,16580.85
USR_01102,10093.32,3,3364.44,3,10093.32
USR_01103,2005.04,2,1002.52,2,2005.04
USR_01104,10287.55,2,5143.77,2,10287.54
USR_01105,2898.42,1,2898.42,1,2898.42
USR_01106,6698.349999999999,2,3349.18,2,6698.36
USR_01107,8635.19,1,8635.19,1,8635.19
USR_01108,4113.94,1,4113.94,1,4113.94
USR_01109,9029.94,1,9029.94,1,9029.94
USR_01111,6822.99,2,3411.5,2,6823.0
USR_01112,5325.72,2,2662.86,2,5325.72
USR_01113,6692.06,2,3346.03,2,6692.06
USR_01114,1133.59,1,1133.59,1,1133.59
USR_01115,581.61,1,581.61,1,581.61
USR_01116,2683.31,1,2683.31,1,2683.31
USR_01117,914.9,1,914.9,1,914.9
USR_01119,15001.76,3,5000.59,3,15001.77
USR_01120,2583.15,1,2583.15,1,2583.15
USR_01121,10885.18,2,5442.59,2,10885.18
USR_01122,3393.15,1,3393.15,1,3393.15
USR_01123,7078.01,1,7078.01,1,7078.01
USR_01125,5012.69,1,5012.69,1,5012.69
USR_01127,641.24,1,641.24,1,641.24
USR_01128,1559.82,1,1559.82,1,1559.82
USR_01130,10417.69,2,5208.84,2,10417.68
USR_01132,2808.83,1,2808.83,1,2808.83
USR_01133,11243.45,2,5621.72,2,11243.44
USR_01135,6455.14,2,3227.57,2,6455.14
USR_01136,2597.88,2,1298.94,2,2597.88
USR_01138,2489.69,2,1244.84,2,2489.68
USR_01139,7033.35,1,7033.35,1,7033.35
USR_01140,5565.87,1,5565.87,1,5565.87
USR_01141,1572.62,1,1572.62,1,1572.62
USR_01142,5501.18,1,5501.18,1,5501.18
USR_01143,567.45,1,567.45,1,567.45
USR_01145,2983.47,1,2983.47,1,2983.47
USR_01147,4579.51,1,4579.51,1,4579.51
USR_01148,987.91,1,987.91,1,987.91
USR_01149,1697.67,1,1697.67,1,1697.67
USR_01151,6030.67,1,6030.67,1,6030.67
USR_01152,4096.27,3,1365.42,3,4096.26
USR_01153,2579.0,2,1289.5,2,2579.0
USR_01154,8731.01,1,8731.01,1,8731.01
USR_01156,2936.93,1,2936.93,1,2936.93
USR_01157,739.51,1,739.51,1,739.51
USR_01158,6083.04,3,2027.68,3,6083.04
USR_01159,1826.71,1,1826.71,1,1826.71
USR_01160,1639.22,1,1639.22,1,1639.22
USR_01162,4470.1,1,4470.1,1,4470.1
USR_01163,5961.72,1,5961.72,1,5961.72
USR_01164,1697.94,1,1697.94,1,1697.94
USR_01165,3018.66,2,1509.33,2,3018.66
USR_01166,2548.53,1,2548.53,1,2548.53
USR_01167,2888.32,1,2888.32,1,2888.32
USR_01168,2850.25,1,2850.25,1,2850.25
USR_01169,1578.25,1,1578.25,1,1578.25
USR_01170,1708.57,1,1708.57,1,1708.57
USR_01171,9962.76,1,9962.76,1,9962.76
USR_01172,2220.17,1,2220.17,1,2220.17
USR_01173,2981.6,1,2981.6,1,2981.6
USR_01175,1063.09,2,531.54,2,1063.08
USR_01176,15739.75,2,7869.88,2,15739.76
USR_01177,811.51,1,811.51,1,811.51
USR_01178,8931.62,1,8931.62,1,8931.62
USR_01179,632.91,1,632.91,1,632.91
USR_01180,8126.89,1,8126.89,1,8126.89
USR_01181,2272.5,1,2272.5,1,2272.5
USR_01182,569.75,1,569.75,1,569.75
USR_01183,7096.17,2,3548.08,2,7096.16
USR_01184,5445.030000000001,3,1815.01,3,5445.03
USR_01185,2595.17,1,2595.17,1,2595.17
USR_01186,6656.76,1,6656.76,1,6656.76
USR_01187,6193.09,1,6193.09,1,6193.09
USR_01188,2557.0,2,1278.5,2,2557.0
USR_01189,940.19,1,940.19,1,940.19
USR_01191,792.05,1,792.05,1,792.05
USR_01192,2531.6,1,2531.6,1,2531.6
USR_01193,12776.03,3,4258.68,3,12776.04
USR_01194,8060.630000000001,3,2686.88,3,8060.64
USR_01195,5253.54,2,2626.77,2,5253.54
USR_01197,2691.66,1,2691.66,1,2691.66
USR_01199,895.91,1,895.91,1,895.91
USR_01200,550.24,1,550.24,1,550.24
USR_01201,6427.82,1,6427.82,1,6427.82
USR_01203,2301.9,1,2301.9,1,2301.9
USR_01205,2757.78,1,2757.78,1,2757.78
USR_01206,3888.82,1,3888.82,1,3888.82
USR_01208,9139.07,1,9139.07,1,9139.07
USR_01209,7298.92,2,3649.46,2,7298.92
USR_01210,779.9,1,779.9,1,779.9
USR_01211,3005.3900000000003,2,1502.7,2,3005.4
USR_01213,2667.33,1,2667.33,1,2667.33
USR_01214,927.92,1,927.92,1,927.92
USR_01215,7935.879999999999,2,3967.94,2,7935.88
USR_01216,5096.31,1,5096.31,1,5096.31
USR_01217,1796.66,1,1796.66,1,1796.66
USR_01218,2016.11,1,2016.11,1,2016.11
USR_01219,538.3,1,538.3,1,538.3
USR_01220,2892.32,3,964.11,3,2892.33
USR_01221,3435.2,1,3435.2,1,3435.2
USR_01222,813.13,1,813.13,1,813.13
USR_01223,2635.82,1,2635.82,1,2635.82
USR_01224,2628.11,2,1314.06,2,2628.12
USR_01225,681.54,1,681.54,1,681.54
USR_01226,7023.67,1,7023.67,1,7023.67
USR_01227,7838.34,1,7838.34,1,7838.34
USR_01228,8915.75,1,8915.75,1,8915.75
USR_01229,7535.81,1,7535.81,1,7535.81
USR_01230,1487.42,2,743.71,2,1487.42
USR_01231,3725.3599999999997,2,1862.68,2,3725.36
USR_01232,5277.08,2,2638.54,2,5277.08
USR_01233,5130.79,2,2565.4,2,5130.8
USR_01235,15634.61,2,7817.3,2,15634.6
USR_01236,5720.3099999999995,2,2860.16,2,5720.32
USR_01240,8101.29,2,4050.64,2,8101.28
USR_01241,12459.86,2,6229.93,2,12459.86
USR_01242,5885.62,1,5885.62,1,5885.62
USR_01243,801.54,1,801.54,1,801.54
USR_01244,3405.2400000000002,2,1702.62,2,3405.24
USR_01245,8663.44,1,8663.44,1,8663.44
USR_01246,576.97,1,576.97,1,576.97
USR_01247,2356.6800000000003,2,1178.34,2,2356.68
USR_01248,640.95,1,640.95,1,640.95
USR_01251,2560.35,1,2560.35,1,2560.35
USR_01253,10096.09,2,5048.04,2,10096.08
USR_01256,3530.17,1,3530.17,1,3530.17
USR_01257,5907.95,1,5907.95,1,5907.95
USR_01258,865.4,1,865.4,1,865.4
USR_01259,2844.06,1,2844.06,1,2844.06
USR_01260,7088.38,1,7088.38,1,7088.38
USR_01261,6234.68,1,6234.68,1,6234.68
USR_01262,2159.21,1,2159.21,1,2159.21
USR_01265,1555.49,1,1555.49,1,1555.49
USR_01267,898.35,1,898.35,1,898.35
USR_01268,729.11,1,729.11,1,729.11
USR_01272,2596.63,1,2596.63,1,2596.63
USR_01273,2191.67,1,2191.67,1,2191.67
USR_01274,6827.46,2,3413.73,2,6827.46
USR_01275,5883.68,2,2941.84,2,5883.68
USR_01276,6876.88,1,6876.88,1,6876.88
USR_01277,901.68,1,901.68,1,901.68
USR_01278,613.43,1,613.43,1,613.43
USR_01279,7697.2,1,7697.2,1,7697.2
USR_01280,2984.15,1,2984.15,1,2984.15
USR_01281,2335.29,1,2335.29,1,2335.29
USR_01282,705.17,1,705.17,1,705.17
USR_01283,5160.91,1,5160.91,1,5160.91
USR_01284,3072.58,1,3072.58,1,3072.58
USR_01285,2754.16,1,2754.16,1,2754.16
USR_01286,723.66,1,723.66,1,723.66
USR_01287,9297.35,2,4648.68,2,9297.36
USR_01289,851.03,1,851.03,1,851.03
USR_01291,16965.879999999997,3,5655.29,3,16965.87
USR_01296,2471.04,1,2471.04,1,2471.04
USR_01297,704.44,1,704.44,1,704.44
USR_01298,14833.779999999999,4,3708.44,4,14833.76
USR_01299,4532.91,1,4532.91,1,4532.91
USR_01300,2646.73,2,1323.36,2,2646.72
USR_01301,708.39,1,708.39,1,708.39
USR_01302,7977.4,1,7977.4,1,7977.4
USR_01303,3192.27,2,1596.14,2,3192.28
USR_01304,7134.75,1,7134.75,1,7134.75
USR_01305,1829.9,2,914.95,2,1829.9
USR_01306,13011.630000000001,3,4337.21,3,13011.63
USR_01307,1897.88,1,1897.88,1,1897.88
USR_01308,945.06,1,945.06,1,945.06
USR_01309,402.66,1,402.66,1,402.66
USR_01310,806.41,1,806.41,1,806.41
USR_01312,8751.38,1,8751.38,1,8751.38
USR_01314,932.15,1,932.15,1,932.15
USR_01317,9650.55,1,9650.55,1,9650.55
USR_01318,6230.98,1,6230.98,1,6230.98
USR_01319,7670.26,2,3835.13,2,7670.26
USR_01320,9210.01,2,4605.0,2,9210.0
USR_01321,11685.560000000001,2,5842.78,2,11685.56
USR_01322,5269.96,1,5269.96,1,5269.96
USR_01323,7014.22,3,2338.07,3,7014.21
USR_01325,3775.42,2,1887.71,2,3775.42
USR_01326,2865.87,2,1432.94,2,2865.88
USR_01327,4305.93,2,2152.96,2,4305.92
USR_01328,2915.7,1,2915.7,1,2915.7
USR_01329,2359.43,1,2359.43,1,2359.43
USR_01331,802.37,1,802.37,1,802.37
USR_01332,3160.74,1,3160.74,1,3160.74
USR_01333,1995.54,1,1995.54,1,1995.54
USR_01335,12311.12,2,6155.56,2,12311.12
USR_01336,572.54,1,572.54,1,572.54
USR_01337,3499.81,1,3499.81,1,3499.81
USR_01338,1900.7,1,1900.7,1,1900.7
USR_01339,5197.240000000001,2,2598.62,2,5197.24
USR_01340,4550.01,2,2275.0,2,4550.0
USR_01342,772.87,1,772.87,1,772.87
USR_01344,4570.29,2,2285.14,2,4570.28
USR_01346,4604.86,1,4604.86,1,4604.86
USR_01347,2844.77,1,2844.77,1,2844.77
USR_01348,2700.7,2,1350.35,2,2700.7
USR_01350,1147.87,1,1147.87,1,1147.87
USR_01351,2069.21,1,2069.21,1,2069.21
USR_01353,1710.37,1,1710.37,1,1710.37
USR_01354,8604.03,1,8604.03,1,8604.03
USR_01355,9648.699999999999,3,3216.23,3,9648.69
USR_01356,1916.67,1,1916.67,1,1916.67
USR_01358,1634.13,1,1634.13,1,1634.13
USR_01360,679.09,1,679.09,1,679.09
USR_01361,2066.08,2,1033.04,2,2066.08
USR_01362,6695.969999999999,2,3347.98,2,6695.96
USR_01363,14279.7,2,7139.85,2,14279.7
USR_01364,2005.09,1,2005.09,1,2005.09
USR_01366,9837.37,1,9837.37,1,9837.37
USR_01367,664.42,1,664.42,1,664.42
USR_01368,8718.15,4,2179.54,4,8718.16
USR_01369,8492.16,1,8492.16,1,8492.16
USR_01370,7952.19,2,3976.1,2,7952.2
USR_01373,637.72,1,637.72,1,637.72
USR_01374,2938.77,1,2938.77,1,2938.77
USR_01375,631.11,1,631.11,1,631.11
USR_01376,535.84,1,535.84,1,535.84
USR_01377,19116.27,3,6372.09,3,19116.27
USR_01378,728.69,1,728.69,1,728.69
USR_01379,1960.57,1,1960.57,1,1960.57
USR_01380,574.73,1,574.73,1,574.73
USR_01381,9787.44,1,9787.44,1,9787.44
USR_01382,614.47,1,614.47,1,614.47
USR_01383,7602.3,1,7602.3,1,7602.3
USR_01384,837.31,1,837.31,1,837.31
USR_01385,2146.17,1,2146.17,1,2146.17
USR_01386,750.57,1,750.57,1,750.57
USR_01387,7843.88,1,7843.88,1,7843.88
USR_01388,874.21,1,874.21,1,874.21
USR_01389,3159.69,1,3159.69,1,3159.69
USR_01390,2289.73,2,1144.86,2,2289.72
USR_01392,2967.01,1,2967.01,1,2967.01
USR_01393,4903.45,3,1634.48,3,4903.44
USR_01394,2446.51,1,2446.51,1,2446.51
USR_01395,2985.0,1,2985.0,1,2985.0
USR_01396,4365.39,1,4365.39,1,4365.39
USR_01397,5825.08,2,2912.54,2,5825.08
USR_01398,2549.64,1,2549.64,1,2549.64
USR_01399,11032.14,2,5516.07,2,11032.14
USR_01400,3959.6000000000004,2,1979.8,2,3959.6
USR_01403,2338.56,1,2338.56,1,2338.56
USR_01404,8684.34,2,4342.17,2,8684.34
USR_01405,2039.74,1,2039.74,1,2039.74
USR_01406,714.45,1,714.45,1,714.45
USR_01407,5925.82,1,5925.82,1,5925.82
USR_01408,14902.740000000002,2,7451.37,2,14902.74
USR_01410,10215.81,2,5107.9,2,10215.8
USR_01411,4717.69,1,4717.69,1,4717.69
USR_01412,527.46,1,527.46,1,527.46
USR_01413,11555.99,2,5778.0,2,11556.0
USR_01414,9075.46,1,9075.46,1,9075.46
USR_01415,511.66,1,511.66,1,511.66
USR_01417,2874.38,2,1437.19,2,2874.38
USR_01418,5638.1,1,5638.1,1,5638.1
USR_01419,9364.92,2,4682.46,2,9364.92
USR_01420,1483.02,2,741.51,2,1483.02
USR_01421,2070.7,1,2070.7,1,2070.7
USR_01422,11511.29,2,5755.64,2,11511.28
USR_01423,876.19,1,876.19,1,876.19
USR_01424,1766.96,1,1766.96,1,1766.96
USR_01425,764.79,1,764.79,1,764.79
USR_01426,753.36,1,753.36,1,753.36
USR_01427,8651.49,1,8651.49,1,8651.49
USR_01428,2767.56,2,1383.78,2,2767.56
USR_01429,3072.84,2,1536.42,2,3072.84
USR_01430,2604.58,1,2604.58,1,2604.58
USR_01431,4077.31,2,2038.66,2,4077.32
USR_01432,2572.33,2,1286.16,2,2572.32
USR_01433,2158.52,1,2158.52,1,2158.52
USR_01434,9423.07,1,9423.07,1,9423.07
USR_01435,1303.96,2,651.98,2,1303.96
USR_01438,18379.620000000003,2,9189.81,2,18379.62
USR_01439,6377.94,1,6377.94,1,6377.94
USR_01440,1570.62,1,1570.62,1,1570.62
USR_01441,2295.31,2,1147.66,2,2295.32
USR_01442,1514.24,1,1514.24,1,1514.24
USR_01443,8116.4800000000005,2,4058.24,2,8116.48
USR_01445,7611.29,2,3805.64,2,7611.28
USR_01446,9450.24,1,9450.24,1,9450.24
USR_01447,7286.6,1,7286.6,1,7286.6
USR_01449,3174.94,2,1587.47,2,3174.94
USR_01450,12400.849999999999,2,6200.42,2,12400.84
USR_01451,7224.3099999999995,3,2408.1,3,7224.3
USR_01452,9663.07,1,9663.07,1,9663.07
